title,authors,author_affiliations,publication_year,publication_title,pdf_url,doi,access_status
Semantic Terrain Classification for Off-Road Autonomous Driving,Amirreza Shaban; Xiangyun Meng; JoonHo Lee; Byron Boots; Dieter Fox,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/shaban22a/shaban22a.pdf,,Открыто
Guided Imitation of Task and Motion Planning,Michael James McDonald; Dylan Hadfield-Menell,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/mcdonald22a/mcdonald22a.pdf,,Открыто
Distilling Motion Planner Augmented Policies into Visual Control Policies for Robot Manipulation,I-Chun Arthur Liu; Shagun Uppal; Gaurav S. Sukhatme; Joseph J Lim; Peter Englert; Youngwoon Lee,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/liu22b/liu22b.pdf,,Открыто
DexVIP: Learning Dexterous Grasping with Human Hand Pose Priors from Video,Priyanka Mandikal; Kristen Grauman,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/mandikal22a/mandikal22a.pdf,,Открыто
DiffImpact: Differentiable Rendering and Identification of Impact Sounds,Samuel Clarke; Negin Heravi; Mark Rau; Ruohan Gao; Jiajun Wu; Doug James; Jeannette Bohg,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/clarke22a/clarke22a.pdf,,Открыто
Rapid Exploration for Open-World Navigation with Latent Goal Models,Dhruv Shah; Benjamin Eysenbach; Nicholas Rhinehart; Sergey Levine,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/shah22a/shah22a.pdf,,Открыто
Advancing Self-supervised Monocular Depth Learning with Sparse LiDAR,Ziyue Feng; Longlong Jing; Peng Yin; Yingli Tian; Bing Li,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/feng22a/feng22a.pdf,,Открыто
Visually-Grounded Library of Behaviors for Manipulating Diverse Objects across Diverse Configurations and Views,Jingyun Yang; Hsiao-Yu Tung; Yunchu Zhang; Gaurav Pathak; Ashwini Pokle; Christopher G Atkeson; Katerina Fragkiadaki,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/yang22c/yang22c.pdf,,Открыто
A Persistent Spatial Semantic Representation for High-level Natural Language Instruction Execution,Valts Blukis; Chris Paxton; Dieter Fox; Animesh Garg; Yoav Artzi,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/blukis22a/blukis22a.pdf,,Открыто
Urban Driver: Learning to Drive from Real-world Demonstrations Using Policy Gradients,Oliver Scheel; Luca Bergamini; Maciej Wolczyk; Błażej Osiński; Peter Ondruska,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/scheel22a/scheel22a.pdf,,Открыто
Demonstration-Guided Reinforcement Learning with Learned Skills,Karl Pertsch; Youngwoon Lee; Yue Wu; Joseph J Lim,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/pertsch22a/pertsch22a.pdf,,Открыто
My House; My Rules: Learning Tidying Preferences with Graph Neural Networks,Ivan Kapelyukh; Edward Johns,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/kapelyukh22a/kapelyukh22a.pdf,,Открыто
STORM: An Integrated Framework for Fast Joint-Space Model-Predictive Control for Reactive Manipulation,Mohak Bhardwaj; Balakumar Sundaralingam; Arsalan Mousavian; Nathan D. Ratliff; Dieter Fox; Fabio Ramos; Byron Boots,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/bhardwaj22a/bhardwaj22a.pdf,,Открыто
Structure from Silence: Learning Scene Structure from Ambient Sound,Ziyang Chen; Xixi Hu; Andrew Owens,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/chen22b/chen22b.pdf,,Открыто
Fast and Efficient Locomotion via Learned Gait Transitions,Yuxiang Yang; Tingnan Zhang; Erwin Coumans; Jie Tan; Byron Boots,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/yang22d/yang22d.pdf,,Открыто
Model-free Safe Control for Zero-Violation Reinforcement Learning,Weiye Zhao; Tairan He; Changliu Liu,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/zhao22a/zhao22a.pdf,,Открыто
Geometry-aware Bayesian Optimization in Robotics using Riemannian Matérn Kernels,Noémie Jaquier; Viacheslav Borovitskiy; Andrei Smolensky; Alexander Terenin; Tamim Asfour; Leonel Rozo,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/jaquier22a/jaquier22a.pdf,,Открыто
Predicting Stable Configurations for Semantic Placement of Novel Objects,Chris Paxton; Chris Xie; Tucker Hermans; Dieter Fox,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/paxton22a/paxton22a.pdf,,Открыто
Just Label What You Need: Fine-Grained Active Selection for P&P through Partially Labeled Scenes,Sean Segal; Nishanth Kumar; Sergio Casas; Wenyuan Zeng; Mengye Ren; Jingkang Wang; Raquel Urtasun,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/segal22a/segal22a.pdf,,Открыто
Seeing Glass: Joint Point-Cloud and Depth Completion for Transparent Objects,Haoping Xu; Yi Ru Wang; Sagi Eppel; Alan Aspuru-Guzik; Florian Shkurti; Animesh Garg,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/xu22b/xu22b.pdf,,Открыто
Motivating Physical Activity via Competitive Human-Robot Interaction,Boling Yang; Golnaz Habibi; Patrick Lancaster; Byron Boots; Joshua Smith,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/yang22e/yang22e.pdf,,Открыто
RoCUS: Robot Controller Understanding via Sampling,Yilun Zhou; Serena Booth; Nadia Figueroa; Julie Shah,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/zhou22a/zhou22a.pdf,,Открыто
IMU-Assisted Learning of Single-View Rolling Shutter Correction,Jiawei Mo; Md Jahidul Islam; Junaed Sattar,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/mo22a/mo22a.pdf,,Открыто
Group-based Motion Prediction for Navigation in Crowded Environments,Allan Wang; Christoforos Mavrogiannis; Aaron Steinfeld,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/wang22e/wang22e.pdf,,Открыто
A Constrained Multi-Objective Reinforcement Learning Framework,Sandy Huang; Abbas Abdolmaleki; Giulia Vezzani; Philemon Brakel; Daniel J. Mankowitz; Michael Neunert; Steven Bohez; Yuval Tassa; Nicolas Heess; Martin Riedmiller; Raia Hadsell,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/huang22a/huang22a.pdf,,Открыто
CLIPort: What and Where Pathways for Robotic Manipulation,Mohit Shridhar; Lucas Manuelli; Dieter Fox,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/shridhar22a/shridhar22a.pdf,,Открыто
S4RL: Surprisingly Simple Self-Supervision for Offline Reinforcement Learning in Robotics,Samarth Sinha; Ajay Mandlekar; Animesh Garg,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/sinha22a/sinha22a.pdf,,Открыто
Aligning an optical interferometer with beam divergence control and continuous action space,Stepan Makarenko; Dmitry Igorevich Sorokin; Alexander Ulanov; Alexander Lvovsky,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/makarenko22a/makarenko22a.pdf,,Открыто
Minimizing Energy Consumption Leads to the Emergence of Gaits in Legged Robots,Zipeng Fu; Ashish Kumar; Jitendra Malik; Deepak Pathak,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/fu22a/fu22a.pdf,,Открыто
SimNet: Enabling Robust Unknown Object Manipulation from Pure Synthetic Data via Stereo,Thomas Kollar; Michael Laskey; Kevin Stone; Brijen Thananjeyan; Mark Tjersland,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/kollar22a/kollar22a.pdf,,Открыто
Social Interactions as Recursive MDPs,Ravi Tejwani; Yen-Ling Kuo; Tianmin Shu; Boris Katz; Andrei Barbu,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/tejwani22a/tejwani22a.pdf,,Открыто
LS3: Latent Space Safe Sets for Long-Horizon Visuomotor Control of Sparse Reward Iterative Tasks,Albert Wilcox; Ashwin Balakrishna; Brijen Thananjeyan; Joseph E. Gonzalez; Ken Goldberg,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/wilcox22a/wilcox22a.pdf,,Открыто
Task-Driven Out-of-Distribution Detection with Statistical Guarantees for Robot Learning,Alec Farid; Sushant Veer; Anirudha Majumdar,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/farid22a/farid22a.pdf,,Открыто
Redundancy Resolution as Action Bias in Policy Search for Robotic Manipulation,Firas Al-Hafez; Jochen J. Steil,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/al-hafez22a/al-hafez22a.pdf,,Открыто
BC-Z: Zero-Shot Task Generalization with Robotic Imitation Learning,Eric Jang; Alex Irpan; Mohi Khansari; Daniel Kappler; Frederik Ebert; Corey Lynch; Sergey Levine; Chelsea Finn,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/jang22a/jang22a.pdf,,Открыто
Motion Forecasting with Unlikelihood Training in Continuous Space,Deyao Zhu; Mohamed Zahran; Li Erran Li; Mohamed Elhoseiny,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/zhu22a/zhu22a.pdf,,Открыто
Exploring Adversarial Robustness of Multi-sensor Perception Systems in Self Driving,James Tu; Huichen Li; Xinchen Yan; Mengye Ren; Yun Chen; Ming Liang; Eilyan Bitar; Ersin Yumer; Raquel Urtasun,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/tu22a/tu22a.pdf,,Открыто
Learning to Jump from Pixels,Gabriel B Margolis; Tao Chen; Kartik Paigwar; Xiang Fu; Donghyun Kim; Sang bae Kim; Pulkit Agrawal,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/margolis22a/margolis22a.pdf,,Открыто
Learning to Predict Vehicle Trajectories with Model-based Planning,Haoran Song; Di Luan; Wenchao Ding; Michael Y Wang; Qifeng Chen,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/song22a/song22a.pdf,,Открыто
LanguageRefer: Spatial-Language Model for 3D Visual Grounding,Junha Roh; Karthik Desingh; Ali Farhadi; Dieter Fox,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/roh22a/roh22a.pdf,,Открыто
Legged Robot State Estimation using Invariant Kalman Filtering and Learned Contact Events,Tzu-Yuan Lin; Ray Zhang; Justin Yu; Maani Ghaffari,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/lin22b/lin22b.pdf,,Открыто
The Boombox: Visual Reconstruction from Acoustic Vibrations,Boyuan Chen; Mia Chiquier; Hod Lipson; Carl Vondrick,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/chen22c/chen22c.pdf,,Открыто
AW-Opt: Learning Robotic Skills with Imitation andReinforcement at Scale,Yao Lu; Karol Hausman; Yevgen Chebotar; Mengyuan Yan; Eric Jang; Alexander Herzog; Ted Xiao; Alex Irpan; Mohi Khansari; Dmitry Kalashnikov; Sergey Levine,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/lu22a/lu22a.pdf,,Открыто
Beyond Pick-and-Place: Tackling Robotic Stacking of Diverse Shapes,Alex X. Lee; Coline Manon Devin; Yuxiang Zhou; Thomas Lampe; Konstantinos Bousmalis; Jost Tobias Springenberg; Arunkumar Byravan; Abbas Abdolmaleki; Nimrod Gileadi; David Khosid; Claudio Fantacci; Jose Enrique Chen; Akhil Raju; Rae Jeong; Michael Neunert; Antoine Laurens; Stefano Saliceti; Federico Casarini; Martin Riedmiller; raia hadsell; Francesco Nori,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/lee22b/lee22b.pdf,,Открыто
Influencing Towards Stable Multi-Agent Interactions,Woodrow Zhouyuan Wang; Andy Shih; Annie Xie; Dorsa Sadigh,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/wang22f/wang22f.pdf,,Открыто
Strength Through Diversity: Robust Behavior Learning via Mixture Policies,Tim Seyde; Wilko Schwarting; Igor Gilitschenski; Markus Wulfmeier; Daniela Rus,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/seyde22a/seyde22a.pdf,,Открыто
Learning to Plan Optimistically: Uncertainty-Guided Deep Exploration via Latent Model Ensembles,Tim Seyde; Wilko Schwarting; Sertac Karaman; Daniela Rus,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/seyde22b/seyde22b.pdf,,Открыто
Trust Your Robots! Predictive Uncertainty Estimation of Neural Networks with Sparse Gaussian Processes,Jongseok Lee; Jianxiang Feng; Matthias Humt; Marcus Gerhard Müller; Rudolph Triebel,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/lee22c/lee22c.pdf,,Открыто
Learning Multi-Stage Tasks with One Demonstration via Self-Replay,Norman Di Palo; Edward Johns,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/palo22a/palo22a.pdf,,Открыто
Learning Behaviors through Physics-driven Latent Imagination,Antoine Richard; Stéphanie Aravecchia; Matthieu Geist; Cédric Pradalier,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/richard22a/richard22a.pdf,,Открыто
Enhancing Consistent Ground Maneuverability by Robot Adaptation to Complex Off-Road Terrains,Sriram Siva; Maggie Wigness; John Rogers; Hao Zhang,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/siva22a/siva22a.pdf,,Открыто
Self-Improving Semantic Perception for Indoor Localisation,Hermann Blum; Francesco Milano; René Zurbrügg; Roland Siegwart; Cesar Cadena; Abel Gawel,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/blum22a/blum22a.pdf,,Открыто
Anomaly Detection in Multi-Agent Trajectories for Automated Driving,Julian Wiederer; Arij Bouazizi; Marco Troina; Ulrich Kressel; Vasileios Belagiannis,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/wiederer22a/wiederer22a.pdf,,Открыто
Assisted Robust Reward Design,Jerry Zhi-Yang He; Anca D. Dragan,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/he22a/he22a.pdf,,Открыто
Generating Scenarios with Diverse Pedestrian Behaviors for Autonomous Vehicle Testing,Maria Priisalu; Aleksis Pirinen; Ciprian Paduraru; Cristian Sminchisescu,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/priisalu22a/priisalu22a.pdf,,Открыто
Skill Preferences: Learning to Extract and Execute Robotic Skills from Human Feedback,Xiaofei Wang; Kimin Lee; Kourosh Hakhamaneshi; Pieter Abbeel; Michael Laskin,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/wang22g/wang22g.pdf,,Открыто
Visual Learning Towards Soft Robot Force Control using a 3D Metamaterial with Differential Stiffness,Fang Wan; Xiaobo Liu; Ning Guo; Xudong Han; Feng Tian; Chaoyang Song,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/wan22a/wan22a.pdf,,Открыто
Co-GAIL: Learning Diverse Strategies for Human-Robot Collaboration,Chen Wang; Claudia Pérez-D’Arpino; Danfei Xu; Li Fei-Fei; Karen Liu; Silvio Savarese,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/wang22h/wang22h.pdf,,Открыто
Visual-Locomotion: Learning to Walk on Complex Terrains with Vision,Wenhao Yu; Deepali Jain; Alejandro Escontrela; Atil Iscen; Peng Xu; Erwin Coumans; Sehoon Ha; Jie Tan; Tingnan Zhang,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/yu22a/yu22a.pdf,,Открыто
Learning Language-Conditioned Robot Behavior from Offline Data and Crowd-Sourced Annotation,Suraj Nair; Eric Mitchell; Kevin Chen; brian ichter; Silvio Savarese; Chelsea Finn,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/nair22a/nair22a.pdf,,Открыто
Hierarchically Integrated Models: Learning to Navigate from Heterogeneous Robots,Katie Kang; Gregory Kahn; Sergey Levine,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/kang22a/kang22a.pdf,,Открыто
Learning A Risk-Aware Trajectory Planner From Demonstrations Using Logic Monitor,Xiao Li; Jonathan DeCastro; Cristian Ioan Vasile; Sertac Karaman; Daniela Rus,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/li22c/li22c.pdf,,Открыто
Learning Eye-in-Hand Camera Calibration from a Single Image,Eugene Valassakis; Kamil Dreczkowski; Edward Johns,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/valassakis22a/valassakis22a.pdf,,Открыто
LENS: Localization enhanced by NeRF synthesis,Arthur Moreau; Nathan Piasco; Dzmitry Tsishkou; Bogdan Stanciulescu; Arnaud de La Fortelle,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/moreau22a/moreau22a.pdf,,Открыто
Robot Reinforcement Learning on the Constraint Manifold,Puze Liu; Davide Tateo; Haitham Bou Ammar; Jan Peters,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/liu22c/liu22c.pdf,,Открыто
Error-Aware Imitation Learning from Teleoperation Data for Mobile Manipulation,Josiah Wong; Albert Tung; Andrey Kurenkov; Ajay Mandlekar; Li Fei-Fei; Silvio Savarese; Roberto Martín-Martín,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/wong22a/wong22a.pdf,,Открыто
LILA: Language-Informed Latent Actions,Siddharth Karamcheti; Megha Srivastava; Percy Liang; Dorsa Sadigh,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/karamcheti22a/karamcheti22a.pdf,,Открыто
CLASP: Constrained Latent Shape Projection for Refining Object Shape from Robot Contact,Brad Saund; Dmitry Berenson,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/saund22a/saund22a.pdf,,Открыто
Learn2Assemble with Structured Representations and Search for Robotic Architectural Construction,Niklas Funk; Georgia Chalvatzaki; Boris Belousov; Jan Peters,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/funk22a/funk22a.pdf,,Открыто
Correspondence-Free Point Cloud Registration with SO(3)-Equivariant Implicit Shape Representations,Minghan Zhu; Maani Ghaffari; Huei Peng,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/zhu22b/zhu22b.pdf,,Открыто
Specializing Versatile Skill Libraries using Local Mixture of Experts,Onur Celik; Dongzhuoran Zhou; Ge Li; Philipp Becker; Gerhard Neumann,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/celik22a/celik22a.pdf,,Открыто
Multi-Agent Trajectory Prediction by Combining Egocentric and Allocentric Views,Xiaosong Jia; Liting Sun; Hang Zhao; Masayoshi Tomizuka; Wei Zhan,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/jia22a/jia22a.pdf,,Открыто
Self-supervised Point Cloud Prediction Using 3D Spatio-temporal Convolutional Networks,Benedikt Mersch; Xieyuanli Chen; Jens Behley; Cyrill Stachniss,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/mersch22a/mersch22a.pdf,,Открыто
Dealing with the Unknown: Pessimistic Offline Reinforcement Learning,Jinning Li; Chen Tang; Masayoshi Tomizuka; Wei Zhan,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/li22d/li22d.pdf,,Открыто
Stochastic Policy Optimization with Heuristic Information for Robot Learning,Seonghyun Kim; Ingook Jang; Samyeul Noh; Hyunseok Kim,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/kim22a/kim22a.pdf,,Открыто
Probabilistic and Geometric Depth: Detecting Objects in Perspective,Tai Wang; Xinge ZHU; Jiangmiao Pang; Dahua Lin,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/wang22i/wang22i.pdf,,Открыто
Guiding Multi-Step Rearrangement Tasks with Natural Language Instructions,Elias Stengel-Eskin; Andrew Hundt; Zhuohong He; Aditya Murali; Nakul Gopalan; Matthew Gombolay; Gregory Hager,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/stengel-eskin22a/stengel-eskin22a.pdf,,Открыто
Towards Real Robot Learning in the Wild: A Case Study in Bipedal Locomotion,Michael Bloesch; Jan Humplik; Viorica Patraucean; Roland Hafner; Tuomas Haarnoja; Arunkumar Byravan; Noah Yamamoto Siegel; Saran Tunyasuvunakool; Federico Casarini; Nathan Batchelor; Francesco Romano; Stefano Saliceti; Martin Riedmiller; S. M. Ali Eslami; Nicolas Heess,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/bloesch22a/bloesch22a.pdf,,Открыто
SCAPE: Learning Stiffness Control from Augmented Position Control Experiences,Mincheol Kim; Scott Niekum; Ashish D. Deshpande,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/kim22b/kim22b.pdf,,Открыто
Fully Self-Supervised Class Awareness in Dense Object Descriptors,Denis Hadjivelichkov; Dimitrios Kanoulas,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/hadjivelichkov22a/hadjivelichkov22a.pdf,,Открыто
Neural Posterior Domain Randomization,Fabio Muratore; Theo Gruner; Florian Wiese; Boris Belousov; Michael Gienger; Jan Peters,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/muratore22a/muratore22a.pdf,,Открыто
You Only Evaluate Once: a Simple Baseline Algorithm for Offline RL,Wonjoon Goo; Scott Niekum,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/goo22a/goo22a.pdf,,Открыто
Safe Driving via Expert Guided Policy Optimization,Zhenghao Peng; Quanyi Li; Chunxiao Liu; Bolei Zhou,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/peng22a/peng22a.pdf,,Открыто
"""Good Robot! Now Watch This!"": Repurposing Reinforcement Learning for Task-to-Task Transfer",Andrew Hundt; Aditya Murali; Priyanka Hubli; Ran Liu; Nakul Gopalan; Matthew Gombolay; Gregory D. Hager,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/hundt22a/hundt22a.pdf,,Открыто
Learning Inertial Odometry for Dynamic Legged Robot State Estimation,Russell Buchanan; Marco Camurri; Frank Dellaert; Maurice Fallon,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/buchanan22a/buchanan22a.pdf,,Открыто
Embodied Semantic Scene Graph Generation,Xinghang Li; Di Guo; Huaping Liu; Fuchun Sun,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/li22e/li22e.pdf,,Открыто
Generalised Task Planning with First-Order Function Approximation,Jun Hao Alvin Ng; Ronald P.A. Petrick,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/ng22a/ng22a.pdf,,Открыто
Distributional Depth-Based Estimation of Object Articulation Models,Ajinkya Jain; Stephen Giguere; Rudolf Lioutikov; Scott Niekum,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/jain22a/jain22a.pdf,,Открыто
Learning Off-Policy with Online Planning,Harshit Sikchi; Wenxuan Zhou; David Held,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/sikchi22a/sikchi22a.pdf,,Открыто
Smooth Exploration for Robotic Reinforcement Learning,Antonin Raffin; Jens Kober; Freek Stulp,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/raffin22a/raffin22a.pdf,,Открыто
Tactile Sim-to-Real Policy Transfer via Real-to-Sim Image Translation,Alex Church; John Lloyd; raia hadsell; Nathan F. Lepora,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/church22a/church22a.pdf,,Открыто
RICE: Refining Instance Masks in Cluttered Environments with Graph Neural Networks,Chris Xie; Arsalan Mousavian; Yu Xiang; Dieter Fox,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/xie22a/xie22a.pdf,,Открыто
O2O-Afford: Annotation-Free Large-Scale Object-Object Affordance Learning,Kaichun Mo; Yuzhe Qin; Fanbo Xiang; Hao Su; Leonidas Guibas,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/mo22b/mo22b.pdf,,Открыто
What Matters in Learning from Offline Human Demonstrations for Robot Manipulation,Ajay Mandlekar; Danfei Xu; Josiah Wong; Soroush Nasiriany; Chen Wang; Rohun Kulkarni; Li Fei-Fei; Silvio Savarese; Yuke Zhu; Roberto Martín-Martín,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/mandlekar22a/mandlekar22a.pdf,,Открыто
Language Grounding with 3D Objects,Jesse Thomason; Mohit Shridhar; Yonatan Bisk; Chris Paxton; Luke Zettlemoyer,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/thomason22a/thomason22a.pdf,,Открыто
Offline-to-Online Reinforcement Learning via Balanced Replay and Pessimistic Q-Ensemble,Seunghyun Lee; Younggyo Seo; Kimin Lee; Pieter Abbeel; Jinwoo Shin,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/lee22d/lee22d.pdf,,Открыто
Equivariant $Q$ Learning in Spatial Action Spaces,Dian Wang; Robin Walters; Xupeng Zhu; Robert Platt,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/wang22j/wang22j.pdf,,Открыто
Safe Nonlinear Control Using Robust Neural Lyapunov-Barrier Functions,Charles Dawson; Zengyi Qin; Sicun Gao; Chuchu Fan,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/dawson22a/dawson22a.pdf,,Открыто
Collect & Infer - a fresh look at data-efficient Reinforcement Learning,Martin Riedmiller; Jost Tobias Springenberg; Roland Hafner; Nicolas Heess,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/riedmiller22a/riedmiller22a.pdf,,Открыто
The Task Specification Problem,Pulkit Agrawal,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/agrawal22a/agrawal22a.pdf,,Открыто
Understanding the World Through Action,Sergey Levine,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/levine22a/levine22a.pdf,,Открыто
Continuous then discrete: A recommendation for building robotic brains,Chris Eliasmith; P. Michael Furlong,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/eliasmith22a/eliasmith22a.pdf,,Открыто
Back to Reality for Imitation Learning,Edward Johns,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/johns22a/johns22a.pdf,,Открыто
Robots on Demand: A Democratized Robotics Research Cloud,Victoria Dean; Yonadav G Shavit; Abhinav Gupta,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/dean22a/dean22a.pdf,,Открыто
From Robot Learning To Robot Understanding: Leveraging Causal Graphical Models For Robotics,Kaylene Caswell Stocking; Alison Gopnik; Claire Tomlin,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/stocking22a/stocking22a.pdf,,Открыто
Learning to be Multimodal : Co-evolving Sensory Modalities and Sensor Properties,Rika Antonova; Jeannette Bohg,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/antonova22a/antonova22a.pdf,,Открыто
RoboFlow: a Data-centric Workflow Management System for Developing AI-enhanced Robots,Qinjie Lin; Guo Ye; Jiayi Wang; Han Liu,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/lin22c/lin22c.pdf,,Открыто
Decentralized Sharing and Valuation of Fleet Robotic Data,Yuchong Geng; Dongyue Zhang; Po-han Li; Oguzhan Akcin; Ao Tang; Sandeep P. Chinchali,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/geng22a/geng22a.pdf,,Открыто
Auditing Robot Learning for Safety and Compliance during Deployment,Homanga Bharadhwaj,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/bharadhwaj22a/bharadhwaj22a.pdf,,Открыто
Toward robots that learn to summarize their actions in natural language: a set of tasks,Chad DeChant; Daniel Bauer,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/dechant22a/dechant22a.pdf,,Открыто
Dual-Arm Adversarial Robot Learning,Elie Aljalbout,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/aljalbout22a/aljalbout22a.pdf,,Открыто
