title,authors,author_affiliations,publication_year,publication_title,pdf_url,doi,access_status
Safe & Accurate at Speed with Tendons: A Robot Arm for Exploring Dynamic Motion,Simon Guist; Jan Schneider; Hao Ma; Le Chen; Vincent Berenz; Julian Martus; Heiko Ott; Felix GrÃ¼ninger; Michael Muehlebach; Jonathan Fiene; Bernhard SchÃ¶lkopf; Dieter BÃ¼chler,,2024,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss20/p099.pdf,,Открыто
Evolution and learning in differentiable robots,Luke Strgar; David Matthews; Tyler Hummer; Sam Kriegman,,2024,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss20/p100.pdf,,Открыто
Construction of a Multiple-DOF Underactuated Gripper with Force-Sensing via Deep Learning,Jihao Li; Keqi Zhu; Guodong Lu; I-Ming Chen; HUIXU DONG,,2024,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss20/p101.pdf,,Открыто
A Single Motor Nano Aerial Vehicle with Novel Peer-to-Peer Communication and Sensing Mechanism,Jingxian Wang; Andrew G. Curtis; Mark Yim; Michael Rubenstein,,2024,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss20/p102.pdf,,Открыто
Design and Control of a Bipedal Robotic Character,Ruben Grandia; Espen Knoop; Michael A. Hopkins; Georg Wiedebach; Jared Bishop; Steven Pickles; David MÃ¼ller; Moritz BÃ¤cher,,2024,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss20/p103.pdf,,Открыто
POLICEd RL: Learning Closed-Loop Robot Control Policies with Provable Satisfaction of Hard Constraints,Jean-Baptiste Bouvier; Kartik Nagpal; Negar Mehr,,2024,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss20/p104.pdf,,Открыто
Demonstrating Language-Grounded Motion Controller,Ravi Tejwani; Chengyuan Ma; Paco Gomez-Paz; Paolo Bonato; Haruhiko Asada,,2024,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss20/p105.pdf,,Открыто
VLMPC: Vision-Language Model Predictive Control for Robotic Manipulation,Wentao Zhao; Jiaming Chen; Ziyu Meng; DonghuiMao; Ran Song; Wei Zhang,,2024,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss20/p106.pdf,,Открыто
Expressive Whole-Body Control for Humanoid Robots,Xuxin Cheng; Yandong Ji; Junming Chen; Ruihan Yang; Ge Yang; Xiaolong Wang,,2024,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss20/p107.pdf,,Открыто
From Compliant to Rigid Contact Simulation: a Unified and Efficient Approach,Justin Carpentier; Quentin Le Lidec; Louis Montaut,,2024,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss20/p108.pdf,,Открыто
MPCC++: Model Predictive Contouring Control for Time-Optimal Flight with Safety Constraints,Maria Krinner; Angel Romero; Leonard Bauersfeld; Melanie Zeilinger; Andrea Carron; Davide Scaramuzza,,2024,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss20/p109.pdf,,Открыто
Linear-time Differential Inverse Kinematics: an Augmented Lagrangian Perspective,Bruce Wingo; Ajay Suresha Sathya; StÃ©phane Caron; Seth Hutchinson; Justin Carpentier,,2024,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss20/p110.pdf,,Открыто
A Trajectory Tracking Algorithm for the LSMS Family of Cable-Driven Cranes,Javier Puig-Navarro; Dominic R Bisio; John E Pye; Yotam Granov; Joshua N Moser; Jessica S. Friz; Walter J Waltz; Julia E Cline; B. Danette Allen,,2024,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss20/p111.pdf,,Открыто
AutoGPT+P: Affordance-based Task Planning using Large Language Models,Timo Birr; Christoph Pohl; Abdelrahman Younes; Tamim Asfour,,2024,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss20/p112.pdf,,Открыто
Implicit Graph Search for Planning on Graphs of Convex Sets,Ramkumar Natarajan; Chaoqi Liu; Howie Choset; Maxim Likhachev,,2024,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss20/p113.pdf,,Открыто
Real-Time Anomaly Detection and Reactive Planning with Large Language Models,Rohan Sinha; Amine Elhafsi; Christopher Agia; Matt Foutter; Edward Schmerling; Marco Pavone,,2024,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss20/p114.pdf,,Открыто
iHERO: Interactive Human-oriented Exploration and Supervision Under Scarce Communication,Zhuoli Tian; Yuyang Zhang; Jinsheng Wei; Meng Guo,,2024,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss20/p115.pdf,,Открыто
Who Plays First? Optimizing the Order of Play in Stackelberg Games with Many Robots,Haimin Hu; Gabriele Dragotto; Zixu Zhang; Kaiqu Liang; Bartolomeo Stellato; Jaime FernÃ¡ndez Fisac,,2024,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss20/p116.pdf,,Открыто
Goal-Reaching Trajectory Design Near Danger with Piecewise Affine Reach-avoid Computation,Long Kiu Chung; Wonsuhk Jung; Chuizheng Kong; Shreyas Kousik,,2024,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss20/p117.pdf,,Открыто
Partially Observable Task and Motion Planning with Uncertainty and Risk Awareness,Aidan Curtis; George Matheos; Nishad Gothoskar; Vikash Mansinghka; Joshua B. Tenenbaum; TomÃ¡s Lozano-PÃ©rez; Leslie Pack Kaelbling,,2024,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss20/p118.pdf,,Открыто
Logic-Skill Programming: An Optimization-based Approach to Sequential Skill Planning,Teng Xue; Amirreza Razmjoo; Suhan Shetty; Sylvain Calinon,,2024,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss20/p119.pdf,,Открыто
DROID: A Large-Scale In-The-Wild Robot Manipulation Dataset,Alexander Khazatsky; Karl Pertsch; Suraj Nair; Ashwin Balakrishna; Sudeep Dasari; Siddharth Karamcheti; Soroush Nasiriany; Mohan Kumar Srirama; Lawrence Yunliang Chen; Kirsty Ellis; Peter David Fagan; Joey Hejna; Masha Itkina; Marion Lepert; Yecheng Jason Ma; Patrick Tree Miller; Jimmy Wu; Suneel Belkhale; Shivin Dass; Huy Ha; Arhan Jain; Abraham Lee; Youngwoon Lee; Marius Memmel; Sungjae Park; Ilija Radosavovic; Kaiyuan Wang; Albert Zhan; Kevin Black; Cheng Chi; Kyle Beltran Hatch; Shan Lin; Jingpei Lu; Jean Mercat; Abdul Rehman; Pannag R Sanketi; Archit Sharma; Cody Simpson; Quan Vuong; Homer Rich Walke; Blake Wulfe; Ted Xiao; Jonathan Heewon Yang; Arefeh Yavary; Tony Z. Zhao; Christopher Agia; Rohan Baijal; Mateo Guaman Castro; Daphne Chen; Qiuyu Chen; Trinity Chung; Jaimyn Drake; Ethan Paul Foster; Jensen Gao; David Antonio Herrera; Minho Heo; Kyle Hsu; Jiaheng Hu; Donovon Jackson; Charlotte Le; Yunshuang Li; Roy Lin; Zehan Ma; Abhiram Maddukuri; Suvir Mirchandani; Daniel Morton; Tony Nguyen; Abigail O'Neill; Rosario Scalise; Derick Seale; Victor Son; Stephen Tian; Emi Tran; Andrew E. Wang; Yilin Wu; Annie Xie; Jingyun Yang; Patrick Yin; Yunchu Zhang; Osbert Bastani; Glen Berseth; Jeannette Bohg; Ken Goldberg; Abhinav Gupta; Abhishek Gupta; Dinesh Jayaraman; Joseph J Lim; Jitendra Malik; Roberto MartÃ­n-MartÃ­n; Subramanian Ramamoorthy; Dorsa Sadigh; Shuran Song; Jiajun Wu; Michael C. Yip; Yuke Zhu; Thomas Kollar; Sergey Levine; Chelsea Finn,,2024,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss20/p120.pdf,,Открыто
Multimodal Diffusion Transformer: Learning Versatile Behavior from Multimodal Goals,Moritz Reuss; Ãmer ErdinÃ§ YaÄmurlu; Fabian Wenzel; Rudolf Lioutikov,,2024,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss20/p121.pdf,,Открыто
Don't Start From Scratch: Behavioral Refinement via Interpolant-based Policy Diffusion,Kaiqi Chen; Eugene Lim; Lin Kelvin; Yiyang Chen; Harold Soh,,2024,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss20/p122.pdf,,Открыто
Learning Manipulation by Predicting Interaction,Jia Zeng; Qingwen Bu; Bangjun Wang; Wenke Xia; Li Chen; Hao Dong; Haoming Song; Dong Wang; Di Hu; Ping Luo; Heming Cui; Bin Zhao; Xuelong Li; Yu Qiao; Hongyang Li,,2024,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss20/p123.pdf,,Открыто
URDFormer: A Pipeline for Constructing Articulated Simulation Environments from Real-World Images,Qiuyu Chen; Aaron Walsman; Marius Memmel; Kaichun Mo; Alex Fang; Dieter Fox; Abhishek Gupta,,2024,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss20/p124.pdf,,Открыто
Learning to Learn Faster from Human Feedback with Language Model Predictive Control,Jacky Liang; Fei Xia; Wenhao Yu; Andy Zeng; Maria Attarian; Maria Bauza Villalonga; Matthew Bennice; Alex Bewley; Adil Dostmohamed; Chuyuan Fu; Nimrod Gileadi; Marissa Giustina; Keerthana Gopalakrishnan; Leonard Hasenclever; Jan Humplik; Jasmine Hsu; Nikhil J Joshi; Ben Jyenis; J Chase Kew; Sean Kirmani; Tsang-Wei Edward Lee; Kuang-Huei Lee; Assaf Hurwitz Michaely; Joss Moore; Kenneth Oslund; Dushyant Rao; Allen Z. Ren; Baruch Tabanpour; Quan Vuong; Ayzaan Wahid; Ted Xiao; Ying Xu; Vincent Zhuang; Peng Xu; Erik Frey; Ken Caluwaerts; Tingnan Zhang; Brian Ichter; Jonathan Tompson; Leila Takayama; Vincent Vanhoucke; Izhak Shafran; Maja Mataric; Dorsa Sadigh; Nicolas Heess; Kanishka Rao; Nik Stewart; Jie Tan; Carolina Parada,,2024,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss20/p125.pdf,,Открыто
Natural Language Can Help Bridge the Sim2Real Gap,Albert Yu; Adeline Foote; Ray Mooney; Roberto MartÃ­n-MartÃ­n,,2024,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss20/p126.pdf,,Открыто
PoCo: Policy Composition from and for Heterogeneous Robot Learning,Lirui Wang; Jialiang Zhao; Yilun Du; Edward Adelson; Russ Tedrake,,2024,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss20/p127.pdf,,Открыто
Tilde: Teleoperation for Dexterous In-Hand Manipulation Learning with a DeltaHand,Zilin Si; Kevin Lee Zhang; Zeynep Temel; Oliver Kroemer,,2024,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss20/p128.pdf,,Открыто
HACMan++: Spatially-Grounded Motion Primitives for Manipulation,Bowen Jiang; Yilin Wu; Wenxuan Zhou; Chris Paxton; David Held,,2024,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss20/p129.pdf,,Открыто
RoboPack: Learning Tactile-Informed Dynamics Models for Dense Packing,Bo Ai; Stephen Tian; Haochen Shi; Yixuan Wang; Cheston Tan; Yunzhu Li; Jiajun Wu,,2024,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss20/p130.pdf,,Открыто
Configuration Space Distance Fields for Manipulation Planning,Yiming Li; Xuemin Chi; Amirreza Razmjoo; Sylvain Calinon,,2024,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss20/p131.pdf,,Открыто
Towards Tight Convex Relaxations for Contact-Rich Manipulation,Bernhard Paus Graesdal; Shao Yuan Chew Chia; Tobia Marcucci; Savva Morozov; Alexandre Amice; Pablo Parrilo; Russ Tedrake,,2024,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss20/p132.pdf,,Открыто
THE COLOSSEUM: A Benchmark for Evaluating Generalization for Robotic Manipulation,Wilbert Pumacay; Ishika Singh; Jiafei Duan; Ranjay Krishna; Jesse Thomason; Dieter Fox,,2024,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss20/p133.pdf,,Открыто
One-Shot Imitation Learning with Invariance Matching for Robotic Manipulation,Xinyu Zhang; Abdeslam Boularias,,2024,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss20/p134.pdf,,Открыто
Tactile-Driven Non-Prehensile Object Manipulation via Extrinsic Contact Mode Control,Miquel Oller; Dmitry Berenson; Nima Fazeli,,2024,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss20/p135.pdf,,Открыто
Follow my Advice: Assume-Guarantee Approach to Task Planning with Human in the Loop,Georg Schuppe; Ilaria Torre; Iolanda Leite; Jana Tumova,,2023,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss19/p001.pdf,,Открыто
Autonomous Justification for Enabling Explainable Decision Support in Human-Robot Teaming,Matthew Luebbers; Aaquib Tabrez; Kyler Ruvane; Bradley Hayes,,2023,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss19/p002.pdf,,Открыто
Enabling Team of Teams: A Trust Inference and Propagation (TIP) Model in Multi-Human Multi-Robot Teams,Yaohui Guo; X. Jessie Yang; Cong Shi,,2023,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss19/p003.pdf,,Открыто
Investigating the Impact of Experience on a User's Ability to Perform Hierarchical Abstraction,Nina M Moorman; Nakul Gopalan; Aman Singh; Erin Botti; Mariah Schrum; Chuxuan Yang; Lakshmi Seelam; Matthew Gombolay,,2023,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss19/p004.pdf,,Открыто
Robot Learning on the Job: Human-in-the-Loop Autonomy and Learning During Deployment,Huihan Liu; Soroush Nasiriany; Lance Zhang; Zhiyao Bao; Yuke Zhu,,2023,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss19/p005.pdf,,Открыто
Robotic Table Tennis: A Case Study into a High Speed Learning System,David B D'Ambrosio; Navdeep  Jaitly; Vikas Sindhwani; Ken Oslund; Peng Xu; Nevena Lazic; Anish Shankar; Tianli Ding; Jonathan Abelian; Erwin Coumans; Gus Kouretas; Thinh Nguyen; Justin Boyd; Atil Iscen; Reza Mahjourian; Vincent Vanhoucke; Alex Bewley; Yuheng Kuang; Michael Ahn; Deepali Jain; Satoshi Kataoka; Omar E Cortes; Pierre Sermanet; Corey Lynch; Pannag R Sanketi; Krzysztof Choromanski; Wenbo Gao; Juhana Kangaspunta; Krista Reymann; Grace Vesom; Sherry Q Moore; Avi Singh; Saminda W Abeyruwan; Laura Graesser,,2023,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss19/p006.pdf,,Открыто
SAR: Generalization of Physiological Dexterity via Synergistic Action Representation,Cameron H Berg; Vittorio Caggiano; Vikash Kumar,,2023,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss19/p007.pdf,,Открыто
One Policy to Dress Them All: Learning to Dress People with Diverse Poses and Garments,Yufei Wang; Zhanyi Sun; Zackory Erickson; David Held,,2023,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss19/p008.pdf,,Открыто
Teach a Robot to FISH: Versatile Imitation from One Minute of Demonstrations,Siddhant Haldar; Jyothish Pari; Anant Rai; Lerrel Pinto,,2023,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss19/p009.pdf,,Открыто
GenAug: Retargeting behaviors to unseen situations via Generative Augmentation,Qiuyu Chen; Shosuke C Kiami; Abhishek Gupta; Vikash Kumar,,2023,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss19/p010.pdf,,Открыто
Behavior Retrieval: Few-Shot Imitation Learning by Querying Unlabeled Datasets,Maximilian Du; Suraj Nair; Dorsa Sadigh; Chelsea Finn,,2023,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss19/p011.pdf,,Открыто
Structured World Models from Human Videos,Russell Mendonca; Shikhar Bahl; Deepak Pathak,,2023,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss19/p012.pdf,,Открыто
PATO: Policy Assisted TeleOperation for Scalable Robot Data Collection,Shivin Dass; Karl Pertsch; Hejia Zhang; Youngwoon Lee; Joseph J Lim; Stefanos Nikolaidis,,2023,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss19/p013.pdf,,Открыто
To the Noise and Back: Diffusion for Shared Autonomy,Takuma Yoneda; Luzhe Sun; Ge Yang; Bradly  C Stadie; Matthew R Walter,,2023,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss19/p014.pdf,,Открыто
AnyTeleop: A General Vision-Based Dexterous Robot Arm-Hand Teleoperation System,Yuzhe Qin; Wei Yang; Binghao Huang; Karl Van Wyk; Hao Su; Xiaolong Wang; Yu-Wei Chao; Dieter Fox,,2023,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss19/p015.pdf,,Открыто
Learning Fine-Grained Bimanual Manipulation with Low-Cost Hardware,Tony Z. Zhao; Vikash Kumar; Sergey Levine; Chelsea Finn,,2023,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss19/p016.pdf,,Открыто
Self-Supervised Unseen Object Instance Segmentation via Long-Term Robot Interaction,Yangxiao Lu; Ninad A Khargonkar; Zesheng Xu; Charles Averill; Kamalesh Palanisamy; Kaiyu Hang; Yunhui Guo; Nicholas Ruozzi; Yu Xiang,,2023,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss19/p017.pdf,,Открыто
Self-Supervised Visuo-Tactile Pretraining to Locate and Follow Garment Features,Justin Kerr; Huang Huang; Albert Wilcox; Ryan I Hoque; Jeffrey Ichnowski; Roberto Calandra; Ken Goldberg,,2023,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss19/p018.pdf,,Открыто
Pre-Training for Robots: Offline RL Enables Learning New Tasks in a Handful of Trials,Aviral Kumar; Anikait Singh; Frederik D Ebert; Mitsuhiko Nakamoto; Yanlai Yang; Chelsea Finn; Sergey Levine,,2023,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss19/p019.pdf,,Открыто
Sampling-based Exploration for Reinforcement Learning of Dexterous Manipulation,Gagan Khandate; Siqi Shang; Eric T Chang; Tristan L Saidi; Johnson Adams; Matei Ciocarlie,,2023,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss19/p020.pdf,,Открыто
Cherry-Picking with Reinforcement Learning,Yunchu Zhang; Liyiming Ke; Abhay Deshpande; Abhishek Gupta; Siddhartha Srinivasa,,2023,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss19/p021.pdf,,Открыто
Deep RL at Scale: Sorting Waste in Office Buildings with a Fleet of Mobile Manipulators,Alexander Herzog; Kanishka Rao; Karol Hausman; Yao Lu; Paul Wohlhart; Mengyuan Yan; Jessica Lin; Montserrat Gonzalez Arenas; Ted Xiao; Daniel Kappler; Daniel Ho; Jarek Rettinghouse; Yevgen Chebotar; Kuang-Huei Lee; Keerthana Gopalakrishnan; Ryan Julian; Adrian Li; Chuyuan Fu; Bob Wei; Sangeetha Ramesh; Khem Holden; Kim Kleiven; David J Rendleman; Sean Kirmani; Jeffrey Bingham; Jonathan Weisz; Ying Xu; Wenlong Lu; Matthew Bennice; Cody Fong; David Do; Jessica Lam; Yunfei Bai; Benjie Holson; Michael Quinlan; Noah Brown; Mrinal Kalakrishnan; Julian Ibarz; Peter Pastor; Sergey Levine,,2023,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss19/p022.pdf,,Открыто
Demonstrating Large-Scale Package Manipulation via Learned Metrics of Pick Success,Shuai Li; Azarakhsh Keipour; Kevin Jamieson; Nicolas Hudson; Charles Swan; Kostas Bekris,,2023,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss19/p023.pdf,,Открыто
Demonstrating Large Language Models on Robots,Andy Zeng; Brian Ichter; Fei Xia; Ted Xiao; Vikas Sindhwani,,2023,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss19/p024.pdf,,Открыто
RT-1: Robotics Transformer for Real-World Control at Scale,Anthony Brohan; Noah Brown; Justice Carbajal; Yevgen Chebotar; Joseph Dabis; Chelsea Finn; Keerthana Gopalakrishnan; Karol Hausman; Alexander Herzog; Jasmine Hsu; Julian Ibarz; Brian Ichter; Alex Irpan; Tomas Jackson; Sally Jesmonth; Nikhil Joshi; Ryan Julian; Dmitry Kalashnikov; Yuheng Kuang; Isabel Leal; Kuang-Huei Lee; Sergey Levine; Yao Lu; Utsav Malla; Deeksha Manjunath; Igor Mordatch; Ofir Nachum; Carolina Parada; Jodilyn  Peralta; Emily Perez; Karl Pertsch; Jornell  Quiambao; Kanishka Rao; Michael S Ryoo; Grecia  Salazar; Pannag R Sanketi; Kevin  Sayed; Jaspiar  Singh; Sumedh  Sontakke; Austin  Stone; Clayton  Tan; Huong  Tran; Vincent Vanhoucke; Steve  Vega; Quan H Vuong; Fei Xia; Ted Xiao; Peng Xu; Sichun Xu; Tianhe Yu; Brianna  Zitkovich,,2023,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss19/p025.pdf,,Открыто
Diffusion Policy: Visuomotor Policy Learning via Action Diffusion,Cheng Chi; Siyuan Feng; Yilun Du; Zhenjia Xu; Eric Cousineau; Benjamin CM Burchfiel; Shuran Song,,2023,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss19/p026.pdf,,Открыто
Scaling Robot Learning with Semantically Imagined Experience,Tianhe Yu; Ted Xiao; Jonathan Tompson; Austin Stone; Su Wang; Anthony Brohan; Jaspiar Singh; Clayton Tan; Dee M; Jodilyn Peralta; Karol Hausman; Brian Ichter; Fei Xia,,2023,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss19/p027.pdf,,Открыто
Goal-Conditioned Imitation Learning using Score-based Diffusion Policies,Moritz Reuss; Maximilian Li; Xiaogang Jia; Rudolf Lioutikov,,2023,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss19/p028.pdf,,Открыто
Robotic Skill Acquisition via Instruction Augmentation with Vision-Language Models,Ted Xiao; Harris Chan; Pierre Sermanet; Ayzaan Wahid; Anthony Brohan; Karol Hausman; Sergey Levine; Jonathan Tompson,,2023,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss19/p029.pdf,,Открыто
Energy-based Models are Zero-Shot Planners for Compositional Scene Rearrangement,Nikolaos Gkanatsios; Ayush Jain; Zhou Xian; Yunchu Zhang; Christopher G Atkeson; Katerina Fragkiadaki,,2023,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss19/p030.pdf,,Открыто
StructDiffusion: Language-Guided Creation of Physically-Valid Structures using Unseen Objects,Weiyu Liu; Yilun Du; Tucker Hermans; Sonia Chernova; Chris Paxton,,2023,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss19/p031.pdf,,Открыто
Language-Driven Representation Learning for Robotics,Siddharth Karamcheti; Suraj Nair; Annie S Chen; Thomas Kollar; Chelsea Finn; Dorsa Sadigh; Percy Liang,,2023,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss19/p032.pdf,,Открыто
Local object crop collision network for efficient simulation of non-convex objects in GPU-based simulators,Dongwon Son; Beomjoon Kim,,2023,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss19/p033.pdf,,Открыто
GranularGym: High Performance Simulation for Robotic Tasks with Granular Materials,David R Millard; Daniel Pastor; Joseph Bowkett; Paul Backes; Gaurav S Sukhatme,,2023,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss19/p034.pdf,,Открыто
Beyond Flat GelSight Sensors: Simulation of Optical Tactile Sensors of Complex Morphologies for Sim2Real Learning,Daniel Fernandes Gomes; Shan Luo; Paolo Paoletti,,2023,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss19/p035.pdf,,Открыто
Rotating without Seeing: Towards In-hand Dexterity through Touch,Zhao-Heng Yin; Binghao Huang; Yuzhe Qin; Qifeng Chen; Xiaolong Wang,,2023,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss19/p036.pdf,,Открыто
DexPBT: Scaling up Dexterous Manipulation for Hand-Arm Systems with Population Based Training,Aleksei Petrenko; Arthur Allshire; Gavriel State; Ankur Handa; Viktor Makoviychuk,,2023,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss19/p037.pdf,,Открыто
Hindsight States: Blending Sim & Real Task Elements for Efficient Reinforcement Learning,Simon Guist; Jan Schneider; Vincent Berenz; Alexander Dittrich; Bernhard SchÃ¶lkopf; Dieter BÃ¼chler,,2023,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss19/p038.pdf,,Открыто
IndustReal: Transferring Contact-Rich Assembly Tasks from Simulation to Reality,Bingjie Tang; Michael A Lin; Iretiayo A Akinola; Ankur Handa; Gaurav S Sukhatme; Fabio Ramos; Dieter Fox; Yashraj S Narang,,2023,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss19/p039.pdf,,Открыто
SAM-RL: Sensing-Aware Model-Based Reinforcement Learning via Differentiable Physics-Based Simulation and Rendering,Jun Lv; Yunhai Feng; Cheng Zhang; Shuang Zhao; Lin Shao; Cewu Lu,,2023,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss19/p040.pdf,,Открыто
FurnitureBench: Reproducible Real-World Benchmark for Long-Horizon Complex Manipulation,Minho Heo; Youngwoon Lee; Doohyun Lee; Joseph J Lim,,2023,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss19/p041.pdf,,Открыто
Learning-Free Grasping of Unknown Objects Using Hidden Superquadrics,Yuwei Wu; Weixiao Liu; Zhiyang Liu; Gregory S Chirikjian,,2023,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss19/p042.pdf,,Открыто
Uncertain Pose Estimation during Contact Tasks using Differentiable Contact Features,Dongjun Lee; Jeongmin Lee; Minji Lee,,2023,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss19/p043.pdf,,Открыто
Simultaneous Trajectory Optimization and Contact Selection for Multi-Modal Manipulation Planning,Mengchao Zhang; Devesh K Jha; Arvind U Raghunathan; Kris Hauser,,2023,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss19/p044.pdf,,Открыто
Precise Object Sliding with Top Contact via Asymmetric Dual Limit Surfaces,Xili Yi; Nima Fazeli,,2023,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss19/p045.pdf,,Открыто
RoboNinja: Learning an Adaptive Cutting Policy for Multi-Material Objects,Zhenjia Xu; Zhou Xian; Xingyu Lin; Cheng Chi; Zhiao Huang; Chuang Gan; Shuran Song,,2023,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss19/p046.pdf,,Открыто
Dynamic-Resolution Model Learning for Object Pile Manipulation,Yixuan Wang; Yunzhu Li; Katherine Driggs-Campbell; Li Fei-Fei; Jiajun Wu,,2023,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss19/p047.pdf,,Открыто
Few-shot Adaptation for Manipulating Granular Materials Under Domain Shift,Yifan Zhu; Pranay Thangeda; Melkior Ornik; Kris Hauser,,2023,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss19/p048.pdf,,Открыто
Causal Policy Gradient for Whole-Body Mobile Manipulation,Jiaheng Hu; Peter Stone; Roberto MartÃ­n-MartÃ­n,,2023,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss19/p049.pdf,,Открыто
Centralized Model Predictive Control for Collaborative Loco-Manipulation,Flavio De Vincenti; Stelian Coros,,2023,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss19/p050.pdf,,Открыто
Learning and Adapting Agile Locomotion Skills by Transferring Experience,Laura M Smith; J. Chase Kew; Tianyu Li; Linda Luu; Xue Bin Peng; Sehoon Ha; Jie Tan; Sergey Levine,,2023,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss19/p051.pdf,,Открыто
Robust and Versatile Bipedal Jumping Control through Reinforcement Learning,Zhongyu Li; Xue Bin Peng; Pieter Abbeel; Sergey Levine; Glen Berseth; Koushil Sreenath,,2023,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss19/p052.pdf,,Открыто
