title,authors,author_affiliations,publication_year,publication_title,pdf_url,doi,access_status,abstract
A Constrained Multi-Objective Reinforcement Learning Framework,Sandy Huang; Abbas Abdolmaleki; Giulia Vezzani; Philemon Brakel; Daniel J. Mankowitz; Michael Neunert; Steven Bohez; Yuval Tassa; Nicolas Heess; Martin Riedmiller; Raia Hadsell,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/huang22a/huang22a.pdf,,Открыто,Many real-world problems; especially in robotics; require that reinforcement learning (RL) agents learn policies that not only maximize an environment reward; but also satisfy constraints. We propose a high-level framework for solving such problems; that treats the environment reward and costs as separate objectives; and learns what preference over objectives the policy should optimize for in order to meet the constraints. We call this Learning Preferences and Policies in Parallel (LP3). By making different choices for how to learn the preference and how to optimize for the policy given the preference; we can obtain existing approaches (e.g.; Lagrangian relaxation) and derive novel approaches that lead to better performance. One of these is an algorithm that learns a set of constraint-satisfying policies; useful for when we do not know the exact constraint a priori.
CLIPort: What and Where Pathways for Robotic Manipulation,Mohit Shridhar; Lucas Manuelli; Dieter Fox,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/shridhar22a/shridhar22a.pdf,,Открыто,How can we imbue robots with the ability to manipulate objects precisely but also to reason about them in terms of abstract concepts? Recent works in manipulation have shown that end-to-end networks can learn dexterous skills that require precise spatial reasoning; but these methods often fail to generalize to new goals or quickly learn transferable concepts across tasks. In parallel; there has been great progress in learning generalizable semantic representations for vision and language by training on large-scale internet data; however these representations lack the spatial understanding necessary for fine-grained manipulation. To this end; we propose a framework that combines the best of both worlds: a two-stream architecture with semantic and spatial pathways for vision-based manipulation. Specifically; we present CLIPort; a language-conditioned imitation-learning agent that combines the broad semantic understanding (what) of CLIP [1] with the spatial precision (where) of Transporter [2]. Our end-to-end framework is capable of solving a variety of language-specified tabletop tasks from packing unseen objects to folding cloths; all without any explicit representations of object poses; instance segmentations; memory; symbolic states; or syntactic structures. Experiments in simulated and real-world settings show that our approach is data efficient in few-shot settings and generalizes effectively to seen and unseen semantic concepts. We even learn one multi-task policy for 10 simulated and 9 real-world tasks that is better or comparable to single-task policies.
S4RL: Surprisingly Simple Self-Supervision for Offline Reinforcement Learning in Robotics,Samarth Sinha; Ajay Mandlekar; Animesh Garg,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/sinha22a/sinha22a.pdf,,Открыто,Offline reinforcement learning proposes to learn policies from large collected datasets without interacting with the physical environment.  These algorithms have made it possible to learn useful skills from data that can then be deployed in the environment in real-world settings where interactions may be costly or dangerous; such as autonomous driving or factories.  However; offline agents are unable to access the environment to collect new data; and therefore are trained on a static dataset.  In this paper; we study the effectiveness of performing data augmentations on the state space; and study 7 different augmentation schemes and how they behave with existing offline RL algorithms. We then combine the best data performing augmentation scheme with a state-of-the-art Q-learning technique; and improve the function approximation of the Q-networks by smoothening out the learned state-action space. We experimentally show that using this Surprisingly Simple Self-Supervision technique in RL (S4RL); we significantly improve over the current state-of-the-art algorithms on offline robot learning environments such as MetaWorld [1] and RoboSuite [2;3]; and benchmark datasets such as D4RL [4].
Aligning an optical interferometer with beam divergence control and continuous action space,Stepan Makarenko; Dmitry Igorevich Sorokin; Alexander Ulanov; Alexander Lvovsky,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/makarenko22a/makarenko22a.pdf,,Открыто,Reinforcement learning is finding its way to real-world problem application; transferring from simulated environments to physical setups. In this work; we implement vision-based alignment of an optical Mach-Zehnder interferometer with a confocal telescope in one arm; which controls the diameter and divergence of the corresponding beam.  We use a continuous action space; exponential scaling enables us to handle actions within a range of over two orders of magnitude. Our agent trains only in a simulated environment with domain randomizations. In an experimental evaluation; the agent significantly outperforms an existing solution and a human expert.
Minimizing Energy Consumption Leads to the Emergence of Gaits in Legged Robots,Zipeng Fu; Ashish Kumar; Jitendra Malik; Deepak Pathak,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/fu22a/fu22a.pdf,,Открыто,Legged locomotion is commonly studied and expressed as a discrete set of gait patterns; like walk; trot; gallop; which are usually treated as given and pre-programmed in legged robots for efficient locomotion at different speeds. However; fixing a set of pre-programmed gaits limits the generality of locomotion. Recent animal motor studies show that these conventional gaits are only prevalent in ideal flat terrain conditions while real-world locomotion is unstructured and more like bouts of intermittent steps. What principles could lead to both structured and unstructured patterns across mammals and how to synthesize them in robots? In this work; we take an analysis-by-synthesis approach and learn to move by minimizing mechanical energy. We demonstrate that learning to minimize energy consumption plays a key role in the emergence of natural locomotion gaits at different speeds in real quadruped robots. The emergent gaits are structured in ideal terrains and look similar to that of horses and sheep. The same approach leads to unstructured gaits in rough terrains which is consistent with the findings in animal motor control. We validate our hypothesis in both simulation and real hardware across natural terrains. Videos at https://energy-locomotion.github.io
SimNet: Enabling Robust Unknown Object Manipulation from Pure Synthetic Data via Stereo,Thomas Kollar; Michael Laskey; Kevin Stone; Brijen Thananjeyan; Mark Tjersland,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/kollar22a/kollar22a.pdf,,Открыто,Robot manipulation of unknown objects in unstructured environments is a challenging problem due to the variety of shapes; materials; arrangements and lighting conditions.  Even with large-scale real-world data collection; robust perception and manipulation of transparent and reflective objects across various lighting conditions remains challenging.  To address these challenges we propose an approach to performing sim-to-real transfer of robotic perception.  The underlying model; SimNet; is trained as a single multi-headed neural network using simulated stereo data as input and simulated object segmentation masks; 3D oriented bounding boxes (OBBs); object keypoints and disparity as output.  A key component of SimNet is the incorporation of a learned stereo sub-network that predicts disparity.  SimNet is evaluated on unknown object detection and deformable object keypoint detection and significantly outperforms a baseline that uses a structured light RGB-D sensor. By inferring grasp positions using the OBB and keypoint predictions; SimNet can be used to perform end-to-end manipulation of unknown objects across our fleet of Toyota HSR robots. In object grasping experiments; SimNet significantly outperforms the RBG-D baseline on optically challenging objects; suggesting that SimNet can enable robust manipulation of unknown objects; including transparent objects; in novel environments. Additional visualizations and materials are located at https://tinyurl.com/simnet-corl.
Social Interactions as Recursive MDPs,Ravi Tejwani; Yen-Ling Kuo; Tianmin Shu; Boris Katz; Andrei Barbu,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/tejwani22a/tejwani22a.pdf,,Открыто,While machines and robots must interact with humans; providing them with social skills has been a largely overlooked topic. This is mostly a consequence of the fact that tasks such as navigation; command following; and even game playing are well-defined; while social reasoning still mostly remains a pre-theoretic problem. We demonstrate how social interactions can be effectively incorporated into MDPs by reasoning recursively about the goals of other agents. In essence; our method extends the reward function to include a combination of physical goals (something agents want to accomplish in the configuration space; a traditional MDP) and social goals (something agents want to accomplish relative to the goals of other agents). Our Social MDPs allow specifying reward functions in terms of the estimated reward functions of other agents; modeling interactions such as helping or hindering another agent (by maximizing or minimizing the other agent’s reward) while balancing this with the actual physical goals of each agent. Our formulation allows for an arbitrary function of another agent’s estimated reward structure and physical goals; enabling more complex behaviors such as politely hindering another agent or aggressively helping them. Extending Social MDPs in the same manner as I-POMDPs extension would enable interactions such as convincing another agent that something is true. To what extent the Social MDPs presented here and their potential Social POMDPs variant account for all possible social interactions is unknown; but having a precise mathematical model to guide questions about social interactions has both practical value (we demonstrate how to make zero-shot social inferences and one could imagine chatbots and robots guided by Social MDPs) and theoretical value by bringing the tools of MDP that have so successfully organized research around navigation to hopefully shed light on what social interactions really are given their extreme importance to human well-being and human civilization.
LS3: Latent Space Safe Sets for Long-Horizon Visuomotor Control of Sparse Reward Iterative Tasks,Albert Wilcox; Ashwin Balakrishna; Brijen Thananjeyan; Joseph E. Gonzalez; Ken Goldberg,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/wilcox22a/wilcox22a.pdf,,Открыто,Reinforcement learning (RL) has shown impressive success in exploring high-dimensional environments to learn complex tasks; but can often exhibit unsafe behaviors and require extensive environment interaction when exploration is unconstrained. A promising strategy for learning in dynamically uncertain environments is requiring that the agent can robustly return to learned Safe Sets; where task success (and therefore safety) can be guaranteed. While this approach has been successful in low-dimensions; enforcing this constraint in environments with visual observation spaces is exceedingly challenging. We present a novel continuous representation for Safe Sets framed as a binary classification problem in a learned latent space; which flexibly scales to high-dimensional image observations. We then present a new algorithm; Latent Space Safe Sets (LS3); which uses this representation for long-horizon control. We evaluate LS3 on 4 domains; including a challenging sequential pushing task in simulation and a physical cable routing task. We find that LS3 can use prior task successes to restrict exploration and learn more efficiently than prior algorithms while satisfying constraints. See https://tinyurl.com/latent-safe-sets for supplementary material.
Task-Driven Out-of-Distribution Detection with Statistical Guarantees for Robot Learning,Alec Farid; Sushant Veer; Anirudha Majumdar,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/farid22a/farid22a.pdf,,Открыто,Our goal is to perform out-of-distribution (OOD) detection; i.e.; to detect when a robot is operating in environments that are drawn from a different distribution than the environments used to train the robot. We leverage Probably Approximately Correct (PAC)-Bayes theory in order to train a policy with a guaranteed bound on performance on the training distribution. Our key idea for OOD detection then relies on the following intuition: violation of the performance bound on test environments provides evidence that the robot is operating OOD. We formalize this via statistical techniques based on p-values and concentration inequalities. The resulting approach (i) provides guaranteed confidence bounds on OOD detection; and (ii) is task-driven and sensitive only to changes that impact the robot’s performance. We demonstrate our approach on a simulated example of grasping objects with unfamiliar poses or shapes. We also present both simulation and hardware experiments for a drone performing vision-based obstacle avoidance in unfamiliar environments (including wind disturbances and different obstacle densities). Our examples demonstrate that we can perform task-driven OOD detection within just a handful of trials. Comparisons with baselines also demonstrate the advantages of our approach in terms of providing statistical guarantees and being insensitive to task-irrelevant distribution shifts.
Redundancy Resolution as Action Bias in Policy Search for Robotic Manipulation,Firas Al-Hafez; Jochen J. Steil,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/al-hafez22a/al-hafez22a.pdf,,Открыто,We propose a novel approach that biases actions during policy search by lifting the concept of redundancy resolution from multi-DoF robot kinematics to the level of the reward in deep reinforcement learning and evolution strategies. The key idea is to bias the distribution of executed actions in the sense that the immediate reward remains unchanged. The resulting biased actions favor secondary objectives yielding policies that are safer to apply on the real robot. We demonstrate the feasibility of our method; considered as policy search with redundant action bias (PSRAB); in a reaching and a pick-and-lift task with a 7-DoF Franka robot arm trained in RLBench - a recently introduced benchmark for robotic manipulation - using state-of-the-art TD3 deep reinforcement learning and OpenAI’s evolutionary strategy. We show that it is a flexible approach without the need of significant fine-tuning and interference with the main objective even across different policy search methods and tasks of different complexity. We evaluate our approach in simulation and on the real robot. Our project website with videos and further results can be found at: https://sites.google.com/view/redundant-action-bias
BC-Z: Zero-Shot Task Generalization with Robotic Imitation Learning,Eric Jang; Alex Irpan; Mohi Khansari; Daniel Kappler; Frederik Ebert; Corey Lynch; Sergey Levine; Chelsea Finn,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/jang22a/jang22a.pdf,,Открыто,In this paper; we study the problem of enabling a vision-based robotic manipulation system to generalize to novel tasks; a long-standing challenge in robot learning. We approach the challenge from an imitation learning perspective; aiming to study how scaling and broadening the data collected can facilitate such generalization. To that end; we develop an interactive and flexible imitation learning system that can learn from both demonstrations and interventions and can be conditioned on different forms of information that convey the task; including pre-trained embeddings of natural language or videos of humans performing the task. When scaling data collection on a real robot to more than 100 distinct tasks; we find that this system can perform 24 unseen manipulation tasks with an average success rate of 44%; without any robot demonstrations for those tasks.
Motion Forecasting with Unlikelihood Training in Continuous Space,Deyao Zhu; Mohamed Zahran; Li Erran Li; Mohamed Elhoseiny,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/zhu22a/zhu22a.pdf,,Открыто,Motion forecasting is essential for making safe and intelligent decisions in robotic applications such as autonomous driving. Existing methods often formulate it as a sequence-to-sequence prediction problem; solved in an encoder-decoder framework with a maximum likelihood estimation objective. State-of-the-art models leverage contextual information including the map and states of surrounding agents. However;  we observe that they still assign a high probability to unlikely trajectories resulting in unsafe behaviors including road boundary violations. Orthogonally; we propose a new objective; unlikelihood training; which forces predicted trajectories that conflict with contextual information to be assigned a lower probability. We demonstrate that our method can improve state-of-art models’ performance on challenging real-world trajectory forecasting datasets (nuScenes and Argoverse) by avoiding up to 56% context-violated prediction and improving up to 9% prediction accuracy. Code is avaliable at https://github.com/Vision-CAIR/UnlikelihoodMotionForecasting
Exploring Adversarial Robustness of Multi-sensor Perception Systems in Self Driving,James Tu; Huichen Li; Xinchen Yan; Mengye Ren; Yun Chen; Ming Liang; Eilyan Bitar; Ersin Yumer; Raquel Urtasun,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/tu22a/tu22a.pdf,,Открыто,Modern self-driving perception systems have been shown to improve upon processing complementary inputs such as LiDAR with images. In isolation; 2D images have been found to be extremely vulnerable to adversarial attacks. Yet; there are limited studies on the adversarial robustness of multi-modal models that fuse LiDAR and image features. Furthermore; existing works do not consider physically realizable perturbations that are consistent across the input modalities. In this paper; we showcase practical susceptibilities of multi-sensor detection by inserting an adversarial object on a host vehicle. We focus on physically realizable and input-agnostic attacks that are feasible to execute in practice; and show that a single universal adversary can hide different host vehicles from state-of-the-art multi-modal detectors. Our experiments demonstrate that successful attacks are primarily caused by easily corrupted image features. Furthermore; in modern sensor fusion methods which project image features into 3D; adversarial attacks can  exploit  the projection process to generate false positives in distant regions in 3D. Towards more robust multi-modal perception systems; we show that adversarial training with feature denoising can boost robustness to such attacks significantly.
Learning to Jump from Pixels,Gabriel B Margolis; Tao Chen; Kartik Paigwar; Xiang Fu; Donghyun Kim; Sang bae Kim; Pulkit Agrawal,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/margolis22a/margolis22a.pdf,,Открыто,Today’s robotic quadruped systems can robustly walk over a diverse range of rough but continuous terrains; where the terrain elevation varies gradually. Locomotion on discontinuous terrains; such as those with gaps or obstacles; presents a complementary set of challenges. In discontinuous settings; it becomes necessary to plan ahead using visual inputs and to execute agile behaviors beyond robust walking; such as jumps. Such dynamic motion results in significant motion of onboard sensors; which introduces a new set of challenges for real-time visual processing. The requirements of agility and terrain awareness in this setting reinforce the need for robust control. We present Depth-based Impulse Control (DIC); a method for synthesizing highly agile visually-guided locomotion behaviors. DIC affords the flexibility of model-free learning but regularizes behavior through explicit model-based optimization of ground reaction forces. We evaluate performance both in simulation and in the real world.
Learning to Predict Vehicle Trajectories with Model-based Planning,Haoran Song; Di Luan; Wenchao Ding; Michael Y Wang; Qifeng Chen,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/song22a/song22a.pdf,,Открыто,Predicting the future trajectories of on-road vehicles is critical for autonomous driving. In this paper; we introduce a novel prediction framework called PRIME; which stands for Prediction with Model-based Planning. Unlike recent prediction works that utilize neural networks to model scene context and produce unconstrained trajectories; PRIME is designed to generate accurate and feasibility-guaranteed future trajectory predictions. PRIME guarantees the trajectory feasibility by exploiting a model-based generator to produce future trajectories under explicit constraints and enables accurate multimodal prediction by utilizing a learning-based evaluator to select future trajectories. We conduct experiments on the large-scale Argoverse Motion Forecasting Benchmark; where PRIME outperforms the state-of-the-art methods in prediction accuracy; feasibility; and robustness under imperfect tracking.
LanguageRefer: Spatial-Language Model for 3D Visual Grounding,Junha Roh; Karthik Desingh; Ali Farhadi; Dieter Fox,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/roh22a/roh22a.pdf,,Открыто,For robots to understand human instructions and perform meaningful tasks in the near future; it is important to develop learned models that comprehend referential language to identify common objects in real-world 3D scenes. In this paper; we introduce a spatial-language model for a 3D visual grounding problem. Specifically; given a reconstructed 3D scene in the form of point clouds with 3D bounding boxes of potential object candidates; and a language utterance referring to a target object in the scene; our model successfully identifies the target object from a set of potential candidates. Specifically; LanguageRefer uses a transformer-based architecture that combines spatial embedding from bounding boxes with fine-tuned language embeddings from DistilBert to predict the target object. We show that it performs competitively on visio-linguistic datasets proposed by ReferIt3D. Further; we analyze its spatial reasoning task performance decoupled from perception noise; the accuracy of view-dependent utterances; and viewpoint annotations for potential robotics applications. Project website: https://sites.google.com/view/language-refer.
Legged Robot State Estimation using Invariant Kalman Filtering and Learned Contact Events,Tzu-Yuan Lin; Ray Zhang; Justin Yu; Maani Ghaffari,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/lin22b/lin22b.pdf,,Открыто,This work develops a learning-based contact estimator for legged robots that bypasses the need for physical sensors and takes multi-modal proprioceptive sensory data as input. Unlike vision-based state estimators; proprioceptive state estimators are agnostic to perceptually degraded situations such as dark or foggy scenes. While some robots are equipped with dedicated physical sensors to detect necessary contact data for state estimation; some robots do not have dedicated contact sensors; and the addition of such sensors is non-trivial without redesigning the hardware. The trained network can estimate contact events on different terrains. The experiments show that a contact-aided invariant extended Kalman filter can generate accurate odometry trajectories compared to a state-of-the-art visual SLAM system; enabling robust proprioceptive odometry.
The Boombox: Visual Reconstruction from Acoustic Vibrations,Boyuan Chen; Mia Chiquier; Hod Lipson; Carl Vondrick,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/chen22c/chen22c.pdf,,Открыто,Interacting with bins and containers is a fundamental task in robotics; making state estimation of the objects inside the bin critical.  While robots often use cameras for state estimation; the visual modality is not always ideal due to occlusions and poor illumination. We introduce The Boombox; a container that uses sound to estimate the state of the contents inside a box. Based on the observation that the collision between objects and its containers will cause an acoustic vibration; we present a convolutional network for learning to reconstruct visual scenes. Although we use low-cost and low-power contact microphones to detect the vibrations; our results show that learning from multimodal data enables state estimation from affordable audio sensors. Due to the many ways that robots use containers; we believe the box will have a number of applications in robotics.
AW-Opt: Learning Robotic Skills with Imitation andReinforcement at Scale,Yao Lu; Karol Hausman; Yevgen Chebotar; Mengyuan Yan; Eric Jang; Alexander Herzog; Ted Xiao; Alex Irpan; Mohi Khansari; Dmitry Kalashnikov; Sergey Levine,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/lu22a/lu22a.pdf,,Открыто,Robotic skills can be learned via imitation learning (IL) using user-provided demonstrations; or via reinforcement learning (RL) using large amounts of autonomously collected experience. Both methods have complementary strengths and weaknesses: RL can reach a high level of performance; but requires exploration; which can be very time consuming and unsafe; IL does not require exploration; but only learns skills that are as good as the provided demonstrations. Can a single method combine the strengths of both approaches? A number of prior methods have aimed to address this question; proposing a variety of techniques that integrate elements of IL and RL. However; scaling up such methods to complex robotic skills that integrate diverse offline data and generalize meaningfully to real-world scenarios still presents a major challenge. In this paper; our aim is to test the scalability of prior IL + RL algorithms and devise a system based on detailed empirical experimentation that combines existing components in the most effective and scalable way.  To that end; we present a series of experiments aimed at understanding the implications of each design decision; so as to develop a combined approach that can utilize demonstrations and heterogeneous prior data to attain the best performance on a range of real-world and realistic simulated robotic problems. Our complete method; which we call AW-Opt; combines elements of advantage-weighted regression and QT-Opt; providing a unified approach for integrating demonstrations and offline data for robotic manipulation. Please see https://awopt.github.io for more details.
Beyond Pick-and-Place: Tackling Robotic Stacking of Diverse Shapes,Alex X. Lee; Coline Manon Devin; Yuxiang Zhou; Thomas Lampe; Konstantinos Bousmalis; Jost Tobias Springenberg; Arunkumar Byravan; Abbas Abdolmaleki; Nimrod Gileadi; David Khosid; Claudio Fantacci; Jose Enrique Chen; Akhil Raju; Rae Jeong; Michael Neunert; Antoine Laurens; Stefano Saliceti; Federico Casarini; Martin Riedmiller; raia hadsell; Francesco Nori,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/lee22b/lee22b.pdf,,Открыто,We study the problem of robotic stacking with objects of complex geometry. We propose a challenging and diverse set of such objects that was carefully designed to require strategies beyond a simple “pick-and-place” solution. Our method is a reinforcement learning (RL) approach combined with vision-based interactive policy distillation and simulation-to-reality transfer. Our learned policies can efficiently handle multiple object combinations in the real world and exhibit a large variety of stacking skills. In a large experimental study; we investigate what choices matter for learning such general vision-based agents in simulation; and what affects optimal transfer to the real robot. We then leverage data collected by such policies and improve upon them with offline RL. A video and a blog post of our work are provided as supplementary material.
Influencing Towards Stable Multi-Agent Interactions,Woodrow Zhouyuan Wang; Andy Shih; Annie Xie; Dorsa Sadigh,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/wang22f/wang22f.pdf,,Открыто,Learning in multi-agent environments is difficult due to the non-stationarity introduced by an opponent’s or partner’s changing behaviors. Instead of reactively adapting to the other agent’s (opponent or partner) behavior; we propose an algorithm to proactively influence the other agent’s strategy to stabilize – which can restrain the non-stationarity caused by the other agent. We learn a low-dimensional latent representation of the other agent’s strategy and the dynamics of how the latent strategy evolves with respect to our robot’s behavior. With this learned dynamics model; we can define an unsupervised stability reward to train our robot to deliberately influence the other agent to stabilize towards a single strategy. We demonstrate the effectiveness of stabilizing in improving efficiency of maximizing the task reward in a variety of simulated environments; including autonomous driving; emergent communication; and robotic manipulation. We show qualitative results on our website.
Strength Through Diversity: Robust Behavior Learning via Mixture Policies,Tim Seyde; Wilko Schwarting; Igor Gilitschenski; Markus Wulfmeier; Daniela Rus,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/seyde22a/seyde22a.pdf,,Открыто,Efficiency in robot learning is highly dependent on hyperparameters. Robot morphology and task structure differ widely and finding the optimal setting typically requires sequential or parallel repetition of experiments; strongly increasing the interaction count. We propose a training method that only relies on a single trial by enabling agents to select and combine controller designs conditioned on the task. Our Hyperparameter Mixture Policies (HMPs) feature diverse sub-policies that vary in distribution types and parameterization; reducing the impact of design choices and unlocking synergies between low-level components. We demonstrate strong performance on continuous control tasks; including a simulated ANYmal robot; showing that HMPs yield robust; data-efficient learning.
Learning to Plan Optimistically: Uncertainty-Guided Deep Exploration via Latent Model Ensembles,Tim Seyde; Wilko Schwarting; Sertac Karaman; Daniela Rus,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/seyde22b/seyde22b.pdf,,Открыто,Learning complex robot behaviors through interaction requires structured exploration. Planning should target interactions with the potential to optimize long-term performance; while only reducing uncertainty where conducive to this objective.  This paper presents Latent Optimistic Value Exploration (LOVE); a strategy that enables deep exploration through optimism in the face of uncertain long-term rewards.  We combine latent world models with value function estimation to predict infinite-horizon returns and recover associated uncertainty via ensembling. The policy is then trained on an upper confidence bound (UCB) objective to identify and select the interactions most promising to improve long-term performance. We apply LOVE to visual robot control tasks in continuous action spaces and demonstrate on average more than 20% improved sample efficiency in comparison to state-of-the-art and other exploration objectives. In sparse and hard to explore environments we achieve an average improvement of over 30%.
Trust Your Robots! Predictive Uncertainty Estimation of Neural Networks with Sparse Gaussian Processes,Jongseok Lee; Jianxiang Feng; Matthias Humt; Marcus Gerhard Müller; Rudolph Triebel,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/lee22c/lee22c.pdf,,Открыто,This paper presents a probabilistic framework to obtain both reliable and fast uncertainty estimates for predictions with Deep Neural Networks (DNNs). Our main contribution is a practical and principled combination of DNNs with sparse Gaussian Processes (GPs). We prove theoretically that DNNs can be seen as a special case of sparse GPs; namely mixtures of GP experts (MoE-GP); and we devise a learning algorithm that brings the derived theory into practice. In experiments from two different robotic tasks – inverse dynamics of a manipulator and object detection on a micro-aerial vehicle (MAV) – we show the effectiveness of our approach in terms of predictive uncertainty; improved scalability; and run-time efficiency on a Jetson TX2. We thus argue that our approach can pave the way towards reliable and fast robot learning systems with uncertainty awareness.
Learning Multi-Stage Tasks with One Demonstration via Self-Replay,Norman Di Palo; Edward Johns,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/palo22a/palo22a.pdf,,Открыто,In this work; we introduce a novel method to learn everyday-like multi-stage tasks from a single human demonstration; without requiring any prior object knowledge. Inspired by the recent Coarse-to-Fine Imitation Learning; we model imitation learning as a learned object reaching phase followed by an open-loop replay of the operator’s actions. We build upon this for multi-stage tasks where; following the human demonstration; the robot can autonomously collect image data for the entire multi-stage task; by reaching the next object in the sequence and then replaying the demonstration; repeating in a loop for all stages of the task. We evaluate with real-world experiments on a set of everyday multi-stage tasks; which we show that our method can solve from a single demonstration. Videos and supplementary material can be found at this webpage.
Learning Behaviors through Physics-driven Latent Imagination,Antoine Richard; Stéphanie Aravecchia; Matthieu Geist; Cédric Pradalier,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/richard22a/richard22a.pdf,,Открыто,Model-based reinforcement learning (MBRL) consists in learning a so-called world model; a representation of the environment through interactions with it; then use it to train an agent. This approach is particularly interesting in the con-text of field robotics; as it alleviates the need to train online; and reduces the risks inherent to directly training agents on real robots. Generally; in such approaches; the world encompasses both the part related to the robot itself and the rest of the environment. We argue that decoupling the environment representation (for example; images or laser scans) from the dynamics of the physical system (that is; the robot and its physical state) can increase the flexibility of world models and open doors to greater robustness. In this paper; we apply this concept to a strong latent-agent; Dreamer. We then showcase the increased flexibility by transferring the environment part of the world model from one robot (a boat) to another (a rover); simply by adapting the physical model in the imagination. We additionally demonstrate the robustness of our method through real-world experiments on a boat.
Enhancing Consistent Ground Maneuverability by Robot Adaptation to Complex Off-Road Terrains,Sriram Siva; Maggie Wigness; John Rogers; Hao Zhang,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/siva22a/siva22a.pdf,,Открыто,Terrain adaptation is a critical ability for a ground robot to effectively traverse unstructured off-road terrain in real-world field environments such as forests. However; the expected or planned maneuvering behaviors cannot always be accurately executed due to setbacks such as reduced tire pressure. This inconsistency negatively affects the robot’s ground maneuverability and can cause slower traversal time or errors in localization.  To address this shortcoming; we propose a novel method for consistent behavior generation that enables a ground robot’s actual behaviors to more accurately match expected behaviors while adapting to a variety of complex off-road terrains. Our method learns offset behaviors in a self-supervised fashion to compensate for the inconsistency between the actual and expected behaviors without requiring the explicit modeling of various setbacks. To evaluate the method; we perform extensive experiments using a physical ground robot over diverse complex off-road terrain in real-world field environments.  Experimental results show that our method enables a robot to improve its ground maneuverability on complex unstructured off-road terrain with more navigational behavior consistency; and outperforms previous and baseline methods; particularly so on challenging terrain such as that which is seen in forests.
Self-Improving Semantic Perception for Indoor Localisation,Hermann Blum; Francesco Milano; René Zurbrügg; Roland Siegwart; Cesar Cadena; Abel Gawel,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/blum22a/blum22a.pdf,,Открыто,We propose a novel robotic system that can improve its perception during deployment. Contrary to the established approach of learning semantics from large datasets and deploying fixed models; we propose a framework in which semantic models are continuously updated on the robot to adapt to the deployment environments. By combining continual learning with self-supervision; our robotic system learns online during deployment without external supervision. We conduct real-world experiments with robots localising in 3D floorplans. Our experiments show how the robot’s semantic perception improves during deployment and how this translates into improved localisation; even across drastically different environments. We further study the risk of catastrophic forgetting that such a continuous learning setting poses. We find memory replay an effective measure to reduce forgetting and show how the robotic system can improve even when switching between different environments. On average; our system improves by 60% in segmentation and 10% in localisation accuracy compared to deployment of a fixed model; and it maintains this improvement while adapting to further environments.
Anomaly Detection in Multi-Agent Trajectories for Automated Driving,Julian Wiederer; Arij Bouazizi; Marco Troina; Ulrich Kressel; Vasileios Belagiannis,,2021,Conference on Robot Learning,https://proceedings.mlr.press/v164/wiederer22a/wiederer22a.pdf,,Открыто,Human drivers can recognise fast abnormal driving situations to avoid accidents. Similar to humans; automated vehicles are supposed to perform anomaly detection. In this work; we propose the spatio-temporal graph auto-encoder for learning normal driving behaviours. Our innovation is the ability to jointly learn multiple trajectories of a dynamic number of agents. To perform anomaly detection; we first estimate a density function of the learned trajectory feature representation and then detect anomalies in low-density regions. Due to the lack of multi-agent trajectory datasets for anomaly detection in automated driving; we introduce our dataset using a driving simulator for normal and abnormal manoeuvres. Our evaluations show that our approach learns the relation between different agents and delivers promising results compared to the related works. The code; simulation and the dataset are publicly available.
