title,authors,author_affiliations,publication_year,publication_title,pdf_url,doi,access_status,abstract
Human Motion Control of Quadrupedal Robots using Deep Reinforcement Learning,Sunwoo Kim; Maks Sorokin; Jehee Lee; Sehoon Ha,,2022,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss18/p021.pdf,,Открыто,A motion-based control interface promises flexible robot operations in dangerous environments by combining user intuitions with the robot's motor capabilities. However; designing a motion interface for non-humanoid robots; such as quadrupeds or hexapods; is not straightforward because different dynamics and control strategies govern their movements. We propose a novel motion control system that allows a human user to operate various motor tasks seamlessly on a quadrupedal robot. We first retarget the captured human motion into the corresponding robot motion with proper semantics using supervised learning and post-processing techniques. Then we apply the motion imitation learning with curriculum learning to develop a control policy that can track the given retargeted reference. We further improve the performance of both motion retargeting and motion imitation by training a set of experts. As we demonstrate; a user can execute various motor tasks using our system; including standing; sitting; tilting; manipulating; walking; and turning; on simulated and real quadrupeds. We also conduct a set of studies to analyze the performance gain induced by each component.
Rapid Locomotion via Reinforcement Learning,Gabriel B. Margolis; Ge Yang; Kartik Paigwar; Tao Chen; Pulkit Agrawal,,2022,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss18/p022.pdf,,Открыто,Agile maneuvers such as sprinting and high-speed turning in the wild are challenging for legged robots. We present an end-to-end learned controller that achieves record agility for the MIT Mini Cheetah; sustaining speeds up to 3.9 m/s. This system runs and turns fast on natural terrains like grass; ice; and gravel and responds robustly to disturbances. Our controller is a neural network trained in simulation via reinforcement learning and transferred to the real world. The two key components are (i) an adaptive curriculum on velocity commands and (ii) an online system identification strategy for sim-to-real transfer leveraged from prior work. Videos of the robot’s behaviors are available at https://agility.csail.mit.edu/.
Robotic Telekinesis: Learning a Robotic Hand Imitator by Watching Humans on YouTube,Aravind Sivakumar; Kenneth Shaw; Deepak Pathak,,2022,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss18/p023.pdf,,Открыто,We build a system that enables any human to control a robot hand and arm; simply by demonstrating motions with their own hand. The robot observes the human operator via a single RGB camera and imitates their actions in real-time. Human hands and robot hands differ in shape; size; and joint structure; and performing this translation from a single uncalibrated camera is a highly underconstrained problem. Moreover; the retargeted trajectories must effectively execute tasks on a physical robot; which requires them to be temporally smooth and free of self-collisions. Our key insight is that while paired human-robot correspondence data is expensive to collect; the internet contains a massive corpus of rich and diverse human hand videos. We leverage this data to train a system that understands human hands and retargets a human video stream into a robot hand-arm trajectory that is smooth; swift; safe; and semantically similar to the guiding demonstration. We demonstrate that it enables previously untrained people to teleoperate a robot on various dexterous manipulation tasks. Our low-cost; glove-free; marker-free remote teleoperation system makes robot teaching more accessible and we hope that it can aid robots in learning to act autonomously in the real world. Video demos can be found at: https://robotic-telekinesis.github.io
Underwater Robot-To-Human Communication Via Motion: Implementation and Full-Loop Human Interface Evaluation,Michael Fulton; Muntaqim Mehtaz; Junaed Sattar; Owen Queeglay,,2022,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss18/p024.pdf,,Открыто,"Autonomous underwater vehicles (AUVs) have long lagged behind other types of robots in supporting natural communication modes for human-robot interaction. Due to the limitations of the environment; most AUVs use digital displays or topside human-in-the-loop communications as their primary or only communication vectors. Natural methods for robot-to-human communication such as robot """"gestures"""" have been proposed; but never evaluated on non-simulated AUVs. In this paper; we enhance; implement and evaluate a robot-to-human communication system for AUVs called Robot Communication Via Motion (RCVM); which utilizes explicit motion phrases (kinemes) to communicate with a dive partner.  We present a small pilot study that shows our implementation to be reasonably effective in person followed by a large-population study; comparing the communication effectiveness of our RCVM implementation to three baseline systems. Our results establish RCVM as an effective method of robot-to-human communication underwater and reveal the differences with more traditional communication vectors in how accurately communication is achieved at different viewpoints and types of information payloads."
Gaze Complements Control Input for Goal Prediction During Assisted Teleoperation,Reuben M Aronson; Henny Admoni,,2022,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss18/p025.pdf,,Открыто,Shared control systems can make complex robot teleoperation tasks easier for users. These systems predict the user's goal; determine the motion required for the robot to reach that goal; and combine that motion with the user's input. Goal prediction is generally based on the user's control input (e.g.; the joystick signal). In this paper; we show that this prediction method is especially effective when users follow standard noisily optimal behavior models. In tasks with input constraints like modal control; however; this effectiveness no longer holds; so additional sources for goal prediction can improve assistance. We implement a novel shared control system that combines natural eye gaze with joystick input to predict people's goals online; and we evaluate our system in a real-world; COVID-safe user study. We find that modal control reduces the efficiency of assistance according to our model; and when gaze provides a prediction earlier in the task; the system's performance improves. However; gaze on its own is unreliable and assistance using only gaze performs poorly. We conclude that control input and natural gaze serve different and complementary roles in goal prediction; and using them together leads to improved assistance.
Human-to-Robot Imitation in the Wild,Shikhar Bahl; Abhinav Gupta; Deepak Pathak,,2022,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss18/p026.pdf,,Открыто,We approach the problem of learning from watching humans in the wild. While traditional approaches in Imitation and Reinforcement Learning are promising for learning in the real world; they are either sample inefficient or are constrained to lab settings. Meanwhile; there has been a lot of success in processing passive; unstructured human data. We propose tackling this problem via an efficient one-shot robot learning algorithm; centered around learning from a third person perspective. We call our method WHIRL: In the Wild Human-Imitated Robot Learning. In WHIRL; we aim to use human videos to gather a prior over the intent of the demonstrator; advances in computer vision; and use this to initialize our agent's policy. We introduce an efficient real-world policy learning scheme; that improves over the human prior using interactions. Our key contributions are a simple sampling-based policy optimization approach; a novel objective function for aligning human and robot videos as well as an exploration method to boost sample efficiency. We show; one-shot; generalization and success in real world settings; including 20 different manipulation tasks in the wild.
Variational Inference MPC using Normalizing Flows and Out-of-Distribution Projection,Thomas Power; Dmitry Berenson,,2022,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss18/p027.pdf,,Открыто,We propose a Model Predictive Control (MPC) method for collision-free navigation that uses amortized variational inference to approximate the distribution of optimal control sequences by training a normalizing flow conditioned on the start; goal and environment. This representation allows us to learn a distribution that accounts for both the dynamics of the robot and complex obstacle geometries. We can then sample from this distribution to produce control sequences which are likely to be both goal-directed and collision-free as part of our proposed FlowMPPI sampling-based MPC method. However; when deploying this method; the robot may encounter an out-of-distribution (OOD) environment; i.e. one which is radically different from those used in training. In such cases; the learned flow cannot be trusted to produce low-cost control sequences. To generalize our method to OOD environments we also present an approach that performs projection on the representation of the environment as part of the MPC process. This projection changes the environment representation to be more in-distribution while also optimizing trajectory quality in the true environment. Our simulation results on a 2D double-integrator and a 3D 12DoF underactuated quadrotor suggest that FlowMPPI with projection outperforms state-of-the-art MPC baselines on both in-distribution and OOD environments; including OOD environments generated from real-world data.
Negative Result for Learning from Demonstration: Challenges for End-Users Teaching Robots with Task And Motion Planning Abstractions,Nakul Gopalan; Nina Moorman; Manisha Natarajan; Matthew Gombolay,,2022,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss18/p028.pdf,,Открыто,Learning from demonstration (LfD) seeks to democratize robotics by enabling non-experts to intuitively program robots to perform novel skills through human task demonstration. Yet; LfD is challenging under a task and motion planning setting which requires hierarchical abstractions. Prior work has studied mechanisms for eliciting demonstrations that include hierarchical specifications of task and motion; via keyframes [1] or hierarchical task network specifications [2]. However; such prior works have not examined whether non-roboticist end-users are capable of providing such hierarchical demonstrations without explicit training from a roboticist showing how to teach each task [3]. To address the limitations and assumptions of prior work; we conduct two novel human-subjects experiments to answer (1) what are the necessary conditions to teach users through hierarchy and task abstractions and (2) what instructional information or feedback is required to support users to learn to program robots effectively to solve novel tasks. Our first experiment shows that fewer than half (35.71%) of our subjects provide demonstrations with sub-task abstractions when not primed. Our second experiment demonstrates that users fail to teach the robot correctly when not shown a video demonstration of an expert’s teaching strategy for the exact task that the subject is training. Not even showing the video of an analogue task was sufficient. These experiments reveal the need for fundamentally different approaches in LfD which can allow end-users to teach generalizable long-horizon tasks to robots without the need to be coached by experts at every step.
A Learning-based Iterative Control Framework for Controlling a Robot Arm with Pneumatic Artificial Muscles,Hao Ma; Dieter BÃ¼chler; Bernhard SchÃ¶lkopf; Michael Muehlebach,,2022,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss18/p029.pdf,,Открыто,In this work; we propose a new learning-based iterative control (IC) framework that enables a complex soft-robotic arm to track trajectories accurately. Compared to traditional iterative learning control (ILC); which operates on a single fixed reference trajectory; we use a deep learning approach to generalize across various reference trajectories. The resulting nonlinear mapping computes feedforward actions and is used in a two degrees of freedom control design. Our method incorporates prior knowledge about the system dynamics and by learning only feedforward actions; it mitigates the risk of instability. We demonstrate a low sample complexity and an excellent tracking performance in real-world experiments. The experiments are carried out on a custom-made robot arm with four degrees of freedom that is actuated with pneumatic artificial muscles. The experiments include high acceleration and high velocity motion.
Distributed Optimisation and Deconstruction of Bridges by Self-Assembling Robots,Edward Bray; Roderich Gross,,2022,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss18/p030.pdf,,Открыто,Multi-robot systems are often made of physically small robots; meaning obstacles that could be overcome by larger robots pose a greater challenge to them. This paper considers how a group of such robots could self-assemble into bridges to cross large gaps in their environment. We build on previous work demonstrating construction of cantilevers to show how they can be modified once the other side of the gap is reached. Two distributed algorithms are presented: one to reduce the number of agents in the initial structure once it is supported at both ends; and another to deconstruct this leaner structure when it is no longer required. A force-aware approach is taken to ensure that structures do not collapse under self-weight. The first algorithm is shown to be capable of reducing the number of agents in the structure to close to the optimum amount; whereas the second achieves safe and reliable deconstruction.
Data Augmentation for Manipulation,Peter Mitrano; Dmitry Berenson,,2022,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss18/p031.pdf,,Открыто,The success of deep learning depends heavily on the availability of large datasets; but in robotic manipulation there are many learning problems for which such datasets do not exist. Collecting these datasets is time-consuming and expensive; and therefore learning from small datasets is an important open problem. Within computer vision; a common approach to a lack of data is data augmentation. Data augmentation is the process of creating additional training examples by modifying existing ones. However; because the types of tasks and data differ; the methods used in computer vision cannot be easily adapted to manipulation. Therefore; we propose a data augmentation method for robotic manipulation. We argue that augmentations should be valid; relevant; and diverse. We use these principles to formalize augmentation as an optimization problem; with the objective function derived from physics and knowledge of the manipulation domain. This method applies rigid body transformations to trajectories of geometric state and action data. We test our method in two scenarios: 1) learning the dynamics of planar pushing of rigid cylinders; and 2) learning a constraint checker for rope manipulation. These two scenarios have different data and label types; yet in both scenarios; training on our augmented data significantly improves performance on downstream tasks. We also show how our augmentation method can be used on real-robot data to enable more data-efficient online learning.
Embodied Multi-Agent Task Planning from Ambiguous Instruction,Xinzhu Liu; Xinghang Li; Di Guo; Sinan Tan; Huaping Liu; Fuchun Sun,,2022,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss18/p032.pdf,,Открыто,In human-robots collaboration scenarios; a human would give robots an instruction that is intuitive for the human himself to accomplish. However; the instruction given to robots is likely ambiguous for them to understand as some information is implicit in the instruction. Therefore; it is necessary for the robots to jointly reason the operation details and perform the embodied multi-agent task planning given the ambiguous instruction. This problem exhibits significant challenges in both language understanding and dynamic task planning with the perception information. In this work; an embodied multi-agent task planning framework is proposed to utilize external knowledge sources and dynamically perceived visual information to resolve the high-level instructions; and dynamically allocate the decomposed tasks to multiple agents. Furthermore; we utilize the semantic information to perform environment perception and generate sub-goals to achieve the navigation motion. This model effectively bridges the difference between the simulation environment and the physical environment; thus it can be simultaneously applied in both simulation and physical scenarios and avoid the notorious sim2real problem. Finally; we build a benchmark dataset to validate the embodied multi-agent task planning problem; which includes three types of high-level instructions in which some target objects are implicit in instructions. We perform the evaluation experiments on the simulation platform and in physical scenarios; demonstrating that the proposed model can achieve promising results for multi-agent collaborative tasks.
Bridging Model-based Safety and Model-free Reinforcement Learning through System Identification of Low Dimensional Linear Models,Zhongyu Li; Jun Zeng; Akshay Thirugnanam; Koushil Sreenath,,2022,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss18/p033.pdf,,Открыто,Bridging model-based safety and model-free reinforcement learning (RL) for dynamic robots is appealing since model-based methods are able to provide formal safety guarantees; while RL-based methods are able to exploit the robot agility by learning from the full-order system dynamics. However; current approaches to tackle this problem are mostly restricted to simple systems. In this paper; we propose a new method to combine model-based safety with model-free reinforcement learning by explicitly finding a low-dimensional model of the system controlled by a RL policy and applying stability and safety guarantees on that simple model. We use a complex bipedal robot Cassie; which is a high dimensional nonlinear system with hybrid dynamics and underactuation; and its RL-based walking controller as an example. We show that a low-dimensional dynamical model is sufficient to capture the dynamics of the closed-loop system. We demonstrate that this model is linear; asymptotically stable; and is decoupled across control input in all dimensions. We further exemplify that such linearity exists even when using different RL control policies. Such results point out an interesting direction to understand the relationship between RL and optimal control: whether RL tends to linearize the nonlinear system during training in some cases.  Furthermore; we illustrate that the found linear model is able to provide guarantees by safety-critical optimal control framework; e.g.; Model Predictive Control with Control Barrier Functions; on an example of autonomous navigation using Cassie while taking advantage of the agility provided by the RL-based controller.
Autonomously Untangling Long Cables,Vainavi Viswanath; Kaushik Shivakumar; Justin Kerr; Brijen Thananjeyan; Ellen Novoseller; Jeffrey Ichnowski; Alejandro Escontrela; Michael Laskey; Joseph E. Gonzalez; Ken Goldberg,,2022,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss18/p034.pdf,,Открыто,Cables are ubiquitous in many settings; but often become tangled. Cables are prone to self-occlusions and knots making them difficult to perceive and manipulate. This challenge is exacerbated as cable length increases: long cables require slack management and new primitives to facilitate observability and reachability. In this paper; we focus on autonomously untangling cables of lengths up to 2.7 meters using a bilateral robot. We develop new motion primitives to efficiently untangle and manage the slack of long cables; as well as specialized grippers for this task. We then propose Sliding and Grasping for Tangle Manipulation (SGTM); an algorithm that composes these primitives to untangle cables from starting configurations consisting of knots and several self-crossings. We demonstrate that SGTM successfully untangles cables with a success rate of 67% on isolated overhand and figure 8 knots and 50% on more complex configurations. Supplementary material; visualizations; and videos can be found at https://sites.google.com/ view/rss-2022-untangling/home.
Factory: Fast Contact for Robotic Assembly,Yashraj Narang; Kier Storey; Iretiayo Akinola; Miles Macklin; Philipp Reist; Lukasz Wawrzyniak; Yunrong Guo; Adam Moravanszky; Gavriel State; Michelle Lu; Ankur Handa; Dieter Fox,,2022,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss18/p035.pdf,,Открыто,Robotic assembly is one of the oldest and most challenging applications of robotics. In other areas of robotics; such as perception and grasping; simulation has rapidly accelerated research progress; particularly when combined with modern deep learning. However; accurately; efficiently; and robustly simulating the range of contact-rich interactions in assembly remains a longstanding challenge. In this work; we present Factory; a set of physics simulation methods and robot learning tools for such applications. We achieve real-time or faster simulation of a wide range of contact-rich scenes; including simultaneous simulation of 1000 nut-and-bolt interactions. We provide 60 carefully-designed part models; 3 robotic assembly environments; and 7 robot controllers for training and testing virtual robots. Finally; we train and evaluate proof-of-concept reinforcement learning policies for nut-and-bolt assembly. We aim for Factory to open the doors to using simulation for robotic assembly; as well as many other contact-rich applications in robotics. Please see our website for supplementary content; including videos.
Fundamental Performance Limits for Sensor-Based Robot Control and Policy Learning,Anirudha Majumdar; Vincent Pacelli,,2022,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss18/p036.pdf,,Открыто,Our goal is to develop theory and algorithms for establishing fundamental limits on performance for a given task imposed by a robot's sensors. In order to achieve this; we define a quantity that captures the amount of task-relevant information provided by a sensor. Using a novel version of the generalized Fano inequality from information theory; we demonstrate that this quantity provides an upper bound on the highest achievable expected reward for one-step decision making tasks. We then extend this bound to multi-step problems via a dynamic programming approach. We present algorithms for numerically computing the resulting bounds; and demonstrate our approach on three examples: (i) the lava problem from the literature on partially observable Markov decision processes; (ii) an example with continuous state and observation spaces corresponding to a robot catching a freely-falling object; and (iii) obstacle avoidance using a depth sensor with non-Gaussian noise. We demonstrate the ability of our approach to establish strong limits on achievable performance for these problems by comparing our upper bounds with achievable lower bounds (computed by synthesizing or learning concrete control policies).
Certifiable Robot Design Optimization using Differentiable Programming,Charles Dawson; Chuchu Fan,,2022,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss18/p037.pdf,,Открыто,There is a growing need for computational tools to automatically design and verify autonomous systems; especially complex robotic systems involving perception; planning; control; and hardware in the autonomy stack. Differentiable programming has recently emerged as powerful tool for modeling and optimization. However; very few studies have been done to understand how differentiable programming can be used for robust; certifiable end-to-end design optimization. In this paper; we fill this gap by combining differentiable programming for robot design optimization with a novel statistical framework for certifying the robustness of optimized designs. Our framework can conduct end-to-end optimization and robustness certification for robotics systems; enabling simultaneous optimization of navigation; perception; planning; control; and hardware subsystems. Using simulation and hardware experiments; we show how our tool can be used to solve practical problems in robotics. First; we optimize sensor placements for robot navigation (a design with 5 subsystems and 6 tunable parameters) in under 5 minutes to achieve an 8.4x performance improvement compared to the initial design. Second; we solve a multi-agent collaborative manipulation task (3 subsystems and 454 parameters) in under an hour to achieve a 44% performance improvement over the initial design. We find that differentiable programming enables much faster (32% and 20x; respectively for each example) optimization than approximate gradient methods. We certify the robustness of each design and successfully deploy the optimized designs in hardware. An open-source implementation is available at https://github.com/ MIT- REALM/architect.
Collocation Methods for Second Order Systems,Siro Moreno-Martin; LluÃ­s Ros; Enric Celaya,,2022,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss18/p038.pdf,,Открыто,Collocation methods for numerical optimal control commonly assume that the system dynamics is expressed as a first order ODE of the form xdot = f(x;u;t); where x is the state and u the control vector. However; in many systems in robotics; the dynamics adopts the second order form qddot = g(q;qdot;u;t); where q is the configuration. To preserve the first order form; the usual procedure is to introduce the velocity variable v = qdot  and define the state as x=(q;v); where q and v are treated as independent in the collocation method. As a consequence; the resulting trajectories do not fulfill the mandatory relationships v(t) = qdot(t) for all times; and even violate qddot = g(q;qdot;u;t) at the collocation points. This prevents the possibility of reaching a correct solution for the problem; and makes the trajectories less compliant with the system dynamics. In this paper we propose a formulation for the trapezoidal and Hermite-Simpson collocation methods that is able to deal with second order dynamics and grants the mutual consistency of the trajectories for q and v while ensuring qddot = g(q;qdot;u;t) at the collocation points. As a result; we obtain trajectories with a much smaller dynamical error in similar computation times; so the robot will behave closer to what is predicted by the solution. We illustrate these points by way of examples; using well-established benchmark problems from the literature.
Collision Detection Accelerated: An Optimization Perspective,Louis Montaut; Quentin Le Lidec; VladimÃ­r PetrÃ­k; Josef Sivic; Justin Carpentier,,2022,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss18/p039.pdf,,Открыто,Collision detection between two convex shapes is an essential feature of any physics engine or robot motion planner. It has been often tackled as a computational geometry problem; with the Gilbert; Johnson and Keerthi (GJK) algorithm being the most common approach today. In this work we show that collision detection is fundamentally a convex optimization problem. In particular; we establish that the GJK algorithm is a specific sub-case of the well-established Frank-Wolfe (FW) algorithm in convex optimization. We introduce a new collision detection algorithm by adapting recent works linking Nesterov acceleration and Frank-Wolfe methods. We benchmark the proposed accelerated collision detection method on two datasets composed of strictly convex and non-strictly convex shapes. Our results show that our approach significantly reduces the number of iterations to solve collision detection problems compared to the state-of-the-art GJK algorithm; leading to up to two times faster computation times.
PROX-QP: Yet another Quadratic Programming Solver for Robotics and beyond,Antoine Bambade; Sarah El-Kazdadi; Adrien Taylor; Justin Carpentier,,2022,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss18/p040.pdf,,Открыто,Quadratic programming (QP) has become a core modelling component in the modern engineering toolkit. This is particularly true for simulation; planning and control in robotics. Yet; modern numerical solvers have not reached the level of efficiency and reliability required in practical applications where speed; robustness; and accuracy are all necessary. In this work; we introduce a few variations of the well-established augmented Lagrangian method; specifically for solving QPs; which include heuristics for improving practical numerical performances. Those variants are embedded within an open-source software which includes an efficient C++ implementation; a modular API; as well as best-performing heuristics for our test-bed. Relying on this framework; we present a benchmark studying the practical performances of modern optimization solvers for convex QPs on generic and complex problems of the literature as well as on common robotic scenarios. This benchmark notably highlights that this approach outperforms modern solvers in terms of efficiency; accuracy and robustness for small to medium-sized problems; while remaining competitive for higher dimensions.
SymForce: Symbolic Computation and Code Generation for Robotics,Hayk Martiros; Aaron Miller; Nathan Bucki; Bradley Solliday; Ryan Kennedy; Jack Zhu; Tung Dang; Dominic Pattison; Harrison Zheng; Teo Tomic; Peter Henry; Gareth Cross; Josiah VanderMey; Alvin Sun; Samuel Wang; Kristen Holtz,,2022,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss18/p041.pdf,,Открыто,We present SymForce; a library for fast symbolic computation; code generation; and nonlinear optimization for robotics applications like computer vision; motion planning; and controls. SymForce combines the development speed and flexibility of symbolic math with the performance of autogenerated; highly optimized code in C++ or any target runtime language. SymForce provides geometry and camera types; Lie group operations; and branchless singularity handling for creating and analyzing complex symbolic expressions in Python; built on top of SymPy. Generated functions can be integrated as factors into our tangent-space nonlinear optimizer; which is highly optimized for real-time production use. We introduce novel methods to automatically compute tangent-space Jacobians; eliminating the need for bug-prone handwritten derivatives. This workflow enables faster runtime code; faster development time; and fewer lines of handwritten code versus the state-of-the-art. Our experiments demonstrate that our approach can yield order of magnitude speedups on computational tasks core to robotics. Code is available at https://github.com/symforce-org/symforce.
Failure Prediction with Statistical Guarantees for Vision-Based Robot Control,Alec Farid; David Snyder; Allen Z. Ren; Anirudha Majumdar,,2022,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss18/p042.pdf,,Открыто,We are motivated by the problem of performing failure prediction for safety-critical robotic systems with high-dimensional sensor observations (e.g.; vision). Given access to a black-box control policy (e.g.; in the form of a neural network) and a dataset of training environments; we present an approach for synthesizing a failure predictor with guaranteed bounds on false-positive and false-negative errors. In order to achieve this; we utilize techniques from Probably Approximately Correct (PAC)-Bayes generalization theory. In addition; we present novel class-conditional bounds that allow us to trade-off the relative rates of false-positive vs. false-negative errors. We propose algorithms that train failure predictors (that take as input the history of sensor observations) by minimizing our theoretical error bounds. We demonstrate the resulting approach using extensive simulation and hardware experiments for vision-based navigation with a drone and grasping objects with a robotic manipulator equipped with a wrist-mounted RGB-D camera. These experiments illustrate the ability of our approach to (1) provide strong bounds on failure prediction error rates (that closely match empirical error rates); and (2) improve safety by predicting failures.
Proxima: An Approach for Time or Accuracy Budgeted Collision Proximity Queries,Daniel Rakita; Bilge Mutlu; Michael Gleicher,,2022,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss18/p043.pdf,,Открыто,"Many applications in robotics require computing a robot manipulator's ""proximity"" to a collision state in a given configuration.  This collision proximity is commonly framed as a  summation over closest Euclidean distances between many pairs of rigid shapes in a scene.  Computing many such pairwise distances is inefficient; while more efficient approximations of this procedure; such as through supervised learning; lack accuracy and robustness.  In this work; we present an approach for computing a collision proximity function for robot manipulators that formalizes the trade-off between efficiency and accuracy and provides an algorithm that gives control over it.  Our algorithm; called Proxima; works in one of two ways: (1) given a time budget as input; the algorithm returns an as-accurate-as-possible proximity approximation value in this time; or (2) given an accuracy budget; the algorithm returns an as-fast-as-possible proximity approximation value that is within the given accuracy bounds.  We show the robustness of our approach through analytical investigation and simulation experiments on a wide set of robot models ranging from 6 to 132 degrees of freedom.  We demonstrate that controlling the trade-off between efficiency and accuracy in proximity computations via our approach can enable safe and accurate real-time robot motion-optimization even on high-dimensional robot models."
You Only Demonstrate Once: Category-Level Manipulation from Single Visual Demonstration,Bowen Wen; Wenzhao Lian; Kostas Bekris; Stefan Schaal,,2022,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss18/p044.pdf,,Открыто,Promising results have been achieved recently in category-level manipulation that generalizes across object instances. Nevertheless; it often requires expensive real-world data collection and manual specification of semantic keypoints for each object category and task. Additionally; coarse keypoint predictions and ignoring intermediate action sequences hinder adoption in complex manipulation tasks beyond pick-and-place. This work proposes a novel; category-level manipulation framework that leverages an object-centric; category-level representation and model-free 6 DoF motion tracking. The canonical object representation is learned solely in simulation and then used to parse a category-level; task trajectory from a single demonstration video. The demonstration is reprojected to a target trajectory tailored to a novel object via the canonical representation. During execution; the manipulation horizon is decomposed into longrange; collision-free motion and last-inch manipulation. For the latter part; a category-level behavior cloning (CatBC) method leverages motion tracking to perform closed-loop control. CatBC follows the target trajectory; projected from the demonstration and anchored to a dynamically selected category-level coordinate frame. The frame is automatically selected along the manipulation horizon by a local attention mechanism. This framework allows to teach different manipulation strategies by solely providing a single demonstration; without complicated manual programming. Extensive experiments demonstrate its efficacy in a range of challenging industrial tasks in highprecision assembly; which involve learning complex; long-horizon policies. The process exhibits robustness against uncertainty due to dynamics as well as generalization across object instances and scene configurations. The supplementary video is available at https://www.youtube.com/watch?v=WAr8ZY3mYyw
DiPCAN: Distilling Privileged Information for Crowd-Aware Navigation,Gianluca Monaci; Michel Aractingi; Tomi Silander,,2022,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss18/p045.pdf,,Открыто,Mobile robots need to navigate in crowded environments to provide services to humans. Traditional approaches to crowd-aware navigation decouple people motion prediction from robot motion planning; leading to undesired robot behaviours. Recent deep learning-based methods integrate crowd forecasting in the planner; assuming precise tracking of the agents in the scene. To do this they require expensive LiDAR sensors and tracking algorithms that are complex and brittle. In this paper we propose a two-step approach to first learn a robot navigation policy based on privileged information about exact pedestrian locations available in simulation. A second learning step distills the knowledge acquired by the first network into an adaptation network that uses only narrow field-of-view image data from the robot camera. While the navigation policy is trained in simulation without any expert supervision such as trajectories computed by a planner; it exhibits state-of-the-art performance on a broad range of dense crowd simulations and real-world experiments. Video results at https://europe.naverlabs.com/research/dipcan.
Parameterized Differential Dynamic Programming,Alex Oshin; Matthew D Houghton; Michael J. Acheson; Irene M. Gregory; Evangelos Theodorou,,2022,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss18/p046.pdf,,Открыто,Differential Dynamic Programming (DDP) is an efficient trajectory optimization algorithm relying on second-order approximations of a system's dynamics and cost function; and has recently been applied to optimize systems with time-invariant parameters. Prior works include system parameter estimation and identifying the optimal switching time between modes of hybrid dynamical systems. This paper generalizes previous work by proposing a general parameterized optimal control objective and deriving a parametric version of DDP; titled Parameterized Differential Dynamic Programming (PDDP). A rigorous convergence analysis of the algorithm is provided; and PDDP is shown to converge to a minimum of the cost regardless of initialization. The effects of varying the optimization to more effectively escape local minima are analyzed. Experiments are presented applying PDDP on multiple robotics systems to solve model predictive control (MPC) and moving horizon estimation (MHE) tasks simultaneously. Finally; PDDP is used to determine the optimal transition point between flight regimes of a complex urban air mobility (UAM) class vehicle exhibiting multiple phases of flight.
AK: Attentive Kernel for Information Gathering,Weizhe Chen; Roni Khardon; Lantao Liu,,2022,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss18/p047.pdf,,Открыто,Robotic Information Gathering (RIG) relies on the uncertainty of a probabilistic model to identify critical areas for efficient data collection. Gaussian processes (GPs) with stationary kernels have been widely adopted for spatial modeling. However; real-world spatial data typically does not satisfy the assumption of stationarity; where different locations are assumed to have the same degree of variability. As a result; the prediction uncertainty does not accurately capture prediction error; limiting the success of RIG algorithms. We propose a novel family of nonstationary kernels; named the Attentive Kernel (AK); which is simple; robust; and can extend any existing kernel to a nonstationary one. We evaluate the new kernel in elevation mapping tasks; where AK provides better accuracy and uncertainty quantification over the commonly used RBF kernel and other popular nonstationary kernels. The improved uncertainty quantification guides the downstream RIG planner to collect more valuable data around the high-error area; further increasing prediction accuracy. A field experiment demonstrates that the proposed method can guide an Autonomous Surface Vehicle (ASV) to prioritize data collection in locations with high spatial variations; enabling the model to characterize the salient environmental features.
