title,authors,author_affiliations,publication_year,publication_title,pdf_url,doi,access_status,abstract
World Models for General Surgical Grasping,Hongbin Lin,,2024,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss20/p041.pdf,,Открыто,Intelligent vision control systems for surgical robots should adapt to unknown and diverse objects while being robust to system disturbances. Previous methods did not meet these requirements due to mainly relying on pose estimation and feature tracking. We propose a world-model-based deep reinforcement learning framework “Grasp Anything for Surgery” (GAS); that learns a pixel-level visuomotor policy for surgical grasping; enhancing both generality and robustness. In particular; a novel method is proposed to estimate the values and uncertainties of depth pixels for a rigid-link object's inaccurate region based on the empirical prior of the object's size; both depth and mask images of task objects are encoded to a single compact 3-channel image (size: 64x64x3) by dynamically zooming in the mask regions; minimizing the information loss. The learned controller's effectiveness is extensively evaluated in simulation and in a real robot. Our learned visuomotor policy handles: i) unseen objects; including 5 types of target grasping objects and a robot gripper; in unstructured real-world surgery environments; and ii) disturbances in perception and control. Note that we are the first work to achieve a unified surgical control system that grasps diverse surgical objects using different robot grippers on real robots in complex surgery scenes (average success rate: 69%). Our system also demonstrates significant robustness across 6 conditions including background variation; target disturbance; camera pose variation; kinematic control error; image noise; and re-grasping after the gripped target object drops from the gripper. Videos and codes can be found on our project page: https://linhongbin.github.io/gas/.
SpringGrasp: Synthesizing Compliant; Dexterous Grasps under Shape Uncertainty,Sirui Chen; Jeannette Bohg; Karen Liu,,2024,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss20/p042.pdf,,Открыто,Generating stable and robust grasps on arbitrary objects is critical for dexterous robotic hands; marking a significant step towards advanced dexterous manipulation. Previous studies have mostly focused on improving differentiable grasping metrics with the assumption of precisely known object geometry. However; shape uncertainty is ubiquitous due to noisy and partial shape observations; which introduce challenges in grasp planning. We propose SpringGrasp planner; a planner that considers uncertain observations of the object surface for synthesizing compliant dexterous grasps. A compliant dexterous grasp could minimize the effect of unexpected contact with the object; leading to a more stable grasp with shape-uncertain objects. We introduce an analytical and differentiable metric; SpringGrasp metric; that evaluates the dynamic behavior of the entire compliant grasping process. Planning with SpringGrasp planner; our method achieves a grasp success rate of 89% from two viewpoints and 84% from a single viewpoints in experiment with a real robot on 14 common objects. Compared with a force-closure-based planner; our method achieves at least 18% higher grasp success rate.
DexCap: Scalable and Portable Mocap Data Collection System for Dexterous Manipulation,Chen Wang; Haochen Shi; Weizhuo Wang; Ruohan Zhang; Li Fei-Fei; Karen Liu,,2024,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss20/p043.pdf,,Открыто,Imitation learning from human hand motion data presents a promising avenue for imbuing robots with human-like dexterity in real-world manipulation tasks. Despite this potential; substantial challenges persist; particularly with the portability of existing hand motion capture (mocap) systems and the complexity of translating mocap data into effective robotic policies. To tackle these issues; we introduce DexCap; a portable hand motion capture system; alongside DexIL; a novel imitation algorithm for training dexterous robot skills directly from human hand mocap data. DexCap offers precise; occlusion-resistant tracking of wrist and finger motions based on SLAM and electromagnetic field together with 3D observations of the environment. Utilizing this rich dataset; DexIL employs inverse kinematics and point cloud-based imitation learning to seamlessly replicate human actions with robot hands. Beyond direct learning from human motion; DexCap also offers an optional human-in-the-loop correction mechanism during policy rollouts to refine and further improve task performance. Through extensive evaluation across six challenging dexterous manipulation tasks; our approach not only demonstrates superior performance but also showcases the system's capability to effectively learn from in-the-wild mocap data; paving the way for future data collection methods in the pursuit of human-level robot dexterity.
GRaCE: Balancing Multiple Criteria to Achieve Stable; Collision-Free; and Functional Grasps,Tasbolat Taunyazov; Kelvin Lin; Harold Soh,,2024,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss20/p044.pdf,,Открыто,Abstract—This paper addresses the multi-faceted problem of robot grasping; where multiple criteria may conflict and differ in importance. We introduce a probabilistic framework; Grasp Ranking and Criteria Evaluation (GRaCE); which employs hierarchical rule-based logic and a rank-preserving utility function for grasps based on various criteria such as stability; kinematic constraints; and goal oriented functionalities. GRaCE's probabilistic nature means the framework handles uncertainty in a principled manner; i.e.; the method is able to leverage the probability that a given criteria is satisfied. Additionally; we propose GRaCE-OPT; a hybrid optimization strategy that combines gradient-based and gradient-free methods to effectively navigate the complex; non-convex utility function. Experimental results in both simulated and real-world scenarios show that GRaCE requires fewer samples to achieve comparable or superior performance relative to existing methods. The modular architecture of GRaCE allows for easy customization and adaptation to specific application needs. Code and implementation details can be found online at https://github.com/clear-nus/GRaCE.
Universal Manipulation Interface: In-The-Wild Robot Teaching Without In-The-Wild Robots,Cheng Chi; Zhenjia Xu; Chuer Pan; Eric Cousineau; Benjamin Burchfiel; Siyuan Feng; Russ Tedrake; Shuran Song,,2024,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss20/p045.pdf,,Открыто,We present Universal Manipulation Interface (UMI) -- a data collection and policy learning framework that allows direct skill transfer from in-the-wild human demonstrations to deployable robot policies. UMI employs hand-held grippers coupled with careful interface design to enable portable; low-cost; and information-rich data collection for challenging bimanual and dynamic manipulation demonstrations. To facilitate deployable policy learning; UMI incorporates a carefully designed policy interface with inference-time latency matching and a relative-trajectory action representation. The resulting learned policies are hardware-agnostic and deployable across multiple robot platforms. Equipped with these features; UMI framework unlocks new robot manipulation capabilities; allowing zero-shot generalizable dynamic; bimanual; precise; and long-horizon behaviors; by only changing the training data for each task. We demonstrate UMI’s versatility and efficacy with comprehensive real-world experiments; where policies learned via UMI zero-shot generalize to novel environments and objects when trained on diverse human demonstrations. UMI's hardware and software system along with our in-the-wild dataset will be open-sourced.
Learning Any-View 6DoF Robotic Grasping in Cluttered Scenes via Neural Surface Rendering,Snehal Jauhri; Ishikaa Lunawat; Georgia Chalvatzaki,,2024,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss20/p046.pdf,,Открыто,A significant challenge for real-world robotic manipulation is the effective 6DoF grasping of objects in cluttered scenes from any single viewpoint without needing additional scene exploration. This work re-interprets grasping as rendering and introduces NeuGraspNet; a novel method for 6DoF grasp detection that leverages advances in neural volumetric representations and surface rendering. We encode the interaction between a robot's end-effector and an object's surface by jointly learning to render the local object surface and learning grasping functions in a shared feature space. Our approach uses global (scene-level) features for grasp generation and local (grasp-level) neural surface features for grasp evaluation. This enables effective; fully implicit 6DoF grasp quality prediction; even in partially observed scenes. NeuGraspNet operates on random viewpoints; common in mobile manipulation scenarios; and outperforms existing implicit and semi-implicit grasping methods. We demonstrate the real-world applicability of the method with a mobile manipulator robot; grasping in open cluttered spaces. Project website at: https://sites.google.com/view/neugraspnet
Demonstrating Adaptive Mobile Manipulation in Retail Environments,Max Spahn; Corrado Pezzato; Chadi Salmi; Rick Dekker; Cong Wang; Christian Pek; Jens Kober; Javier Alonso-Mora; Carlos Hernandez Corbato; Martijn Wisse,,2024,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss20/p047.pdf,,Открыто,Although autonomous robots have great potential to boost efficiency and throughput across the whole retail chain; they are mostly being deployed in large warehouses and distribution centers. Deploying robots in stores with customers; such as supermarkets; requires substantially more development efforts since they need to safely operate around customers and reliably cope with various uncertainties and disturbances; such as misplaced products. We present our recent efforts in developing a mobile manipulator platform for order picking in realistic supermarket settings. Our robot platform uses state-of-the-art perception and planning algorithms to robustly pick items in the presence of disturbances. In particular; it successfully demonstrates adaptive decision making and rapid replanning. Our robot allows adding new products and teaching new picking maneuvers from demonstrations. We validated our robot in a recreated supermarket in our lab and in a test supermarket of a large Dutch retailer. Our results show how our robot successfully recovers from various disturbances; including misplaced products; errors in picking; and from human interaction. We summarize our lessons learned to bring autonomous robots into real retail environments with customers.
Diffusion Meets DAgger: Supercharging Eye-in-hand Imitation Learning,Xiaoyu Zhang; Matthew Chang; Pranav Kumar; Saurabh Gupta,,2024,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss20/p048.pdf,,Открыто,A common failure mode for policies trained with imitation is compounding execution errors at test time. When the learned policy encounters states that are not present in the expert demonstrations; the policy fails; leading to degenerate behavior. The Dataset Aggregation; or DAgger approach to this problem simply collects more data to cover these failure states. However; in practice; this is often prohibitively expensive. In this work; we propose Diffusion Meets DAgger (DMD); a method that reaps the benefits of DAgger but without the cost; for eye-in-hand imitation learning problems. Instead of *collecting* new samples to cover out-of-distribution states; DMD uses recent advances in diffusion models to *synthesize* these samples. This leads to robust performance from few demonstrations. We compare DMD against behavior cloning baseline across four tasks: pushing; stacking; pouring; and hanging a shirt. In pushing; DMD achieves 80% success rate with as few as 8 expert demonstrations; where naive behavior cloning reaches only 20%. In stacking; DMD succeeds on average 92% of the time across 5 cups; versus 40% for BC. When pouring coffee beans; DMD transfers to another cup successfully 80% of the time. Finally; DMD attains 90% success rate for hanging shirt on a clothing rack.
RT-H: Action Hierarchies using Language,Suneel Belkhale; Tianli Ding; Ted Xiao; Pierre Sermanet; Quan Vuong; Jonathan Tompson; Yevgen Chebotar; Debidatta Dwibedi; Dorsa Sadigh,,2024,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss20/p049.pdf,,Открыто,"Language provides a way to break down complex concepts into digestible pieces. Recent works in robot imitation learning have proposed learning language-conditioned policies that predict actions given visual observations and the high-level task specified in language. These methods leverage the structure of natural language to share data between semantically similar tasks (e.g.; ""pick coke can"" and ""pick an apple"") in multi-task datasets. However; as tasks become more semantically diverse (e.g.; ""pick coke can"" and ""pour cup""); sharing data between tasks becomes harder and thus learning to map high-level tasks to actions requires substantially more demonstration data. To bridge this divide between tasks and actions; our insight is to teach the robot the language of actions; describing low-level motions with more fine-grained phrases like ""move arm forward"" or ""close gripper"". Predicting these *language motions* as an intermediate step between high-level tasks and actions forces the policy to learn the shared structure of low-level motions across seemingly disparate tasks. Furthermore; a policy that is conditioned on language motions can easily be *corrected* during execution through human-specified language motions. This enables a new paradigm for flexible policies that can learn from human intervention in language. Our method RT-H builds an *action hierarchy* using language motions: it first learns to predict language motions; and conditioned on this along with the high-level task; it then predicts actions; using visual context at all stages. Experimentally we show that RT-H leverages this language-action hierarchy to learn policies that are more robust and flexible by effectively tapping into multi-task datasets. We show that these policies not only allow for responding to language interventions; but can also learn from such interventions and outperform methods that learn from teleoperated interventions. Our website and videos are found at https://rt-hierarchy.github.io."
RoboCasa: Large-Scale Simulation of Household Tasks for Generalist Robots,Soroush Nasiriany; Abhiram Maddukuri; Lance Zhang; Adeet Parikh; Aaron Lo; Abhishek Joshi; Ajay Mandlekar; Yuke Zhu,,2024,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss20/p050.pdf,,Открыто,Recent advancements in Artificial Intelligence (AI) have largely been propelled by scaling. In Robotics; scaling is hindered by the lack of access to massive robot datasets. We advocate using realistic physical simulation as a means to scale environments; tasks; and datasets for robot learning methods. We present RoboCasa; a large-scale simulation framework for training generalist robots in everyday environments. RoboCasa features realistic and diverse scenes focusing on kitchen environments. We provide thousands of 3D assets across over 150 object categories and dozens of interactable furniture and appliances. We enrich the realism and diversity of our simulation with generative AI tools; such as object assets from text-to-3D models and environment textures from text-to-image models. We design a set of 100 tasks for systematic evaluation; including composite tasks generated by the guidance of large language models. To facilitate learning; we provide high-quality human demonstrations and integrate automated trajectory generation methods to substantially enlarge our datasets with minimal human burden. Our experiments show a clear scaling trend in using synthetically generated robot data for large-scale imitation learning and show great promise in harnessing simulation data in real-world tasks. Videos and open-source code are available at https://robocasa.ai/.
Render and Diffuse: Aligning Image and Action Spaces for Diffusion-based Behaviour Cloning,Vitalis Vosylius; Younggyo Seo; Jafar UruÃ§; Stephen James,,2024,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss20/p051.pdf,,Открыто,In the field of Robot Learning; the complex mapping between high-dimensional observations such as RGB images and low-level robotic actions; two inherently very different spaces; constitutes a complex learning problem; especially with limited amounts of data. In this work; we introduce Render and Diffuse (R&D) a method that unifies low-level robot actions and RGB observations within the image space using virtual renders of the 3D model of the robot. Using this joint observation-action representation it computes low-level robot actions using a learnt diffusion process that iteratively updates the virtual renders of the robot. This space unification simplifies the learning problem and introduces inductive biases that are crucial for sample efficiency and spatial generalisation. We thoroughly evaluate several variants of R&D in simulation and showcase their applicability on six everyday tasks in the real world. Our results show that R&D exhibits strong spatial generalisation capabilities and is more sample efficient than more common image-to-action methods.
Vid2Robot: End-to-end Video-conditioned Policy Learning with Cross-Attention Transformers,Vidhi Jain; Maria Attarian; Nikhil J Joshi; Ayzaan Wahid; Danny Driess; Quan Vuong; Pannag R Sanketi; Pierre Sermanet; Stefan Welker; Christine Chan; Igor Gilitschenski; Yonatan Bisk; Debidatta Dwibedi,,2024,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss20/p052.pdf,,Открыто,Large-scale multi-task robotic manipulation systems often rely on text to specify the task. In this work; we explore whether a robot can learn by observing humans. To do so; the robot must understand a person's intent and perform the inferred task despite differences in the embodiments and environments. We introduce Vid2Robot; an end-to-end video-conditioned policy that takes human videos demonstrating manipulation tasks as input and producing robot actions. Our model is trained with a large dataset of prompt video-robot trajectory pairs to learn unified representations of human and robot actions from videos. Vid2Robot uses cross-attention transformer layers between video features and the current robot state to produce the actions and perform the same task as shown in the video. We use auxiliary contrastive losses to align the prompt and robot video representations for better policies. We evaluate Vid2Robot on real-world robots and observe over 20% improvement over BC-Z when using human prompt videos. Further; we also show cross-object motion transfer ability that enables video-conditioned policies to transfer a motion observed on one object in the prompt video to another object in the robot's own environment. Videos available at https://vid2robot.github.io
Offline Imitation Learning Through Graph Search and Retrieval,Zhao-Heng Yin; Pieter Abbeel,,2024,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss20/p054.pdf,,Открыто,Imitation learning is a powerful machine learning algorithm for a robot to acquire manipulation skills. Nevertheless; many real-world manipulation tasks involve precise and dexterous robot-object interactions; which make it difficult for humans to collect high-quality expert demonstrations. As a result; a robot has to learn skills from suboptimal demonstrations and unstructured interactions; which remains a key challenge. Existing works typically use offline deep reinforcement learning~(RL) to solve this challenge; but in practice these algorithms are unstable and fragile due to the deadly triad issue. To overcome this problem; we propose GSR; a simple yet effective algorithm that learns from suboptimal demonstrations through Graph Search and Retrieval. We first use pretrained representation to organize the interaction experience into a graph and perform a graph search to calculate the values of different behaviors. Then; we apply a retrieval-based procedure to identify the best behavior (actions) on each state and use behavior cloning to learn that behavior. We evaluate our method in both simulation and real-world robotic manipulation tasks with complex visual inputs; covering various precise and dexterous manipulation skills with objects of different physical properties. GSR can achieve a 10% to 30% higher success rate and over 30% higher proficiency compared to baselines.
RVT-2: Learning Precise Manipulation from Few Demonstrations,Ankit Goyal; Valts Blukis; Jie Xu; Yijie Guo; Yu-Wei Chao; Dieter Fox,,2024,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss20/p055.pdf,,Открыто,In this work; we study how to build a robotic system that can solve multiple 3D manipulation tasks given language instructions. To be useful in industrial and household domains; such a system should be capable of learning new tasks with few demonstrations and solving them precisely. Prior works; like PerAct and RVT; have studied this problem; however; they often struggle with tasks requiring high precision. We study how to make them more effective; precise; and fast. Using a combination of architectural and system-level improvements; we propose RVT-2; a multitask 3D manipulation model that is 6X faster in training and 2X faster in inference than its predecessor RVT. RVT-2 achieves a new state-of-the-art on RLBench; improving the success rate from 65% to 82%. RVT-2 is also effective in the real world; where it can learn tasks requiring high precision; like picking up and inserting plugs; with just 10 demonstrations. Visual results; code; and trained model are provided at: https://robotic-view-transformer-2.github.io/.
Imitation Bootstrapped Reinforcement Learning,Hengyuan Hu; Suvir Mirchandani; Dorsa Sadigh,,2024,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss20/p056.pdf,,Открыто,Despite the considerable potential of reinforcement learning (RL); robotics control tasks predominantly rely on imitation learning (IL) due to its better sample efficiency. However; it is costly to collect comprehensive expert demonstrations that enable IL to generalize to all possible scenarios; and any distribution shift would require recollecting data for finetuning. Therefore; RL is appealing if it can build upon IL as an efficient autonomous self-improvement procedure. We propose _imitation bootstrapped reinforcement learning_ (IBRL); a novel framework for sample-efficient RL with demonstrations that first trains an IL policy on the provided demonstrations and then uses it to propose alternative actions for both online exploration and bootstrapping target values. Compared to prior works that oversample the demonstrations or regularize RL with additional imitation loss; IBRL is able to utilize high quality actions from IL policies since the beginning of training; which greatly accelerates exploration and training efficiency. We evaluate IBRL on 6 simulation and 3 real-world tasks spanning various difficulty levels. IBRL significantly outperforms prior methods and the improvement is particularly more prominent in harder tasks.
Rethinking Robustness Assessment: Adversarial Attacks on Learning-based Quadrupedal Locomotion Controllers,Fan Shi; Chong Zhang; Takahiro Miki; Joonho Lee; Marco Hutter; Stelian Coros,,2024,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss20/p057.pdf,,Открыто,Legged locomotion has recently achieved remarkable success with the progress of machine learning techniques; especially deep reinforcement learning (RL). Controllers employing neural networks have demonstrated empirical and qualitative robustness against real-world uncertainties; including sensor noise and external perturbations. However; formally investigating the vulnerabilities of these locomotion controllers remains a challenge. This difficulty arises from the requirement to pinpoint vulnerabilities across a long-tailed distribution within a high-dimensional; temporally sequential space. As a first step towards quantitative verification; we propose a computational method that leverages sequential adversarial attacks to identify weaknesses in learned locomotion controllers. Our research demonstrates that; even state-of-the-art robust controllers can fail significantly under well-designed; low-magnitude adversarial sequence. Through experiments in simulation and on the real robot; we validate our approach's effectiveness; and we illustrate how the results it generates can be used to robustify the original policy and offer valuable insights into the safety of these black-box policies.
Advancing Humanoid Locomotion: Mastering Challenging Terrains with Denoising World Model Learning,Xinyang Gu; Yen-Jen Wang; Xiang Zhu; Chengming Shi; Yanjiang Guo; Yichen Liu; Jianyu Chen,,2024,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss20/p058.pdf,,Открыто,Humanoid robots; with their human-like skeletal structure; are especially suited for tasks in human-centric environments. However; this structure is accompanied by additional challenges in locomotion controller design; especially in complex real-world environments. As a result; existing humanoid robots are limited to relatively simple terrains; either with model-based control or model-free reinforcement learning. In this work; we introduce Denoising World Model Learning (DWL); an end-to-end reinforcement learning framework for humanoid locomotion control; which demonstrates the world's first humanoid robot to master real-world challenging terrains such as snowy and inclined land in the wild; up and down stairs; and extremely uneven terrains. All scenarios run the same learned neural network with zero-shot sim-to-real transfer; indicating the superior robustness and generalization capability of the proposed method.
Agile But Safe: Learning Collision-Free High-Speed Legged Locomotion,Tairan He; Chong Zhang; Wenli Xiao; Guanqi He; Changliu Liu; Guanya Shi,,2024,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss20/p059.pdf,,Открыто,Legged robots navigating cluttered environments must be jointly agile for efficient task execution and safe to avoid collisions with obstacles or humans. Existing studies either develop conservative controllers (< 1.0 m/s) to ensure safety; or focus on agility without considering potentially fatal collisions. This paper introduces Agile But Safe (ABS); a learning-based control framework that enables agile and collision-free locomotion for quadrupedal robots. ABS involves an agile policy to execute agile motor skills amidst obstacles and a recovery policy to prevent failures; collaboratively achieving high-speed and collision-free navigation. The policy switch in ABS is governed by a learned control-theoretic reach-avoid value network; which also guides the recovery policy as an objective function; thereby safeguarding the robot in a closed loop. The training process involves the learning of the agile policy; the reach-avoid value network; the recovery policy; and an exteroception representation network; all in simulation. These trained modules can be directly deployed in the real world with onboard sensing and computation; leading to high-speed and collision-free navigation in confined indoor and outdoor spaces with both static and dynamic obstacles.
RL2AC: Reinforcement Learning-based Rapid Online Adaptive Control for Legged Robot Robust Locomotion,Shangke Lyu; Xin Lang; Han Zhao; Hongyin Zhang; Pengxiang Ding; Donglin Wang,,2024,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss20/p060.pdf,,Открыто,Dynamic fast adaptation is one of the basic capabilities that enables the animals to timely and properly adjust its locomotion reacting to the unpredictable changes. Such capability is also essential for the quadruped robot; when working in the unforseen environment. While reinforcement learning (RL) has achieved a significant progress in locomotion control; rapid adaptation to the model uncertainties remains a challenge. In this paper; we seek to ascertain the control mechanism behind the locomotion RL policy; from which we propose a new RL-based Rapid onLine Adaptive Control (RL2AC) algorithm to complementarily combine the RL policy and the adaptive control together. RL2AC is run at a frequency of 1000Hz without the need for simultaneous training with RL. It presents a strong capability against the external disturbances or the sim-to-real gap; resulting in a robust locomotion; which is achieved through proper torque compensation derived from a novel adaptive controller. Various simulation and experiments have demonstrated the effectiveness of the proposed RL2AC against the heavy load; disturbances acted on one leg; lateral torque; sim-to-real gap and various terrains.
HumanoidBench: Simulated Humanoid Benchmark for Whole-Body Locomotion and Manipulation,Carmelo Sferrazza; Dun-Ming Huang; Xingyu Lin; Youngwoon Lee; Pieter Abbeel,,2024,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss20/p061.pdf,,Открыто,Humanoid robots hold great promise in assisting humans in diverse environments and tasks; due to their flexibility and adaptability leveraging human-like morphology. However; research in humanoid robots is often bottlenecked by the costly and fragile hardware setups. To accelerate algorithmic research in humanoid robots; we present a high-dimensional; simulated robot learning benchmark; HumanoidBench; featuring a humanoid robot equipped with dexterous hands and a variety of challenging whole-body manipulation and locomotion tasks. Our findings reveal that state-of-the-art reinforcement learning algorithms struggle with most tasks; whereas a hierarchical learning baseline achieves superior performance when supported by robust low-level policies; such as walking or reaching. With HumanoidBench; we provide the robotics community with a platform to identify the challenges arising when solving diverse tasks with humanoid robots; facilitating prompt verification of algorithms and ideas. The open-source code is available at https://humanoid- bench.github.io.
MOKA: Open-World Robotic Manipulation through Mark-Based Visual Prompting,Kuan Fang; Fangchen Liu; Pieter Abbeel; Sergey Levine,,2024,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss20/p062.pdf,,Открыто,Open-world generalization requires robotic systems to have a profound understanding of the physical world and the user command to solve diverse and complex tasks. While the recent advancement in vision-language models (VLMs) has offered unprecedented opportunities to solve open-world problems; how to leverage their capabilities to control robots remains a grand challenge. In this paper; we introduce Marking Open-world Keypoint Affordances (MOKA); an approach that employs VLMs to solve robotic manipulation tasks specified by free-form language instructions. Central to our approach is a compact point-based representation of affordance; which bridges the VLM’s predictions on observed images and the robot’s actions in the physical world. By prompting the pre-trained VLM; our approach utilizes the VLM’s commonsense knowledge and concept understanding acquired from broad data sources to predict affordances and generate motions. To facilitate the VLM’s reasoning in zero-shot and few-shot manners; we propose a visual prompting technique that annotates marks on images; converting affordance reasoning into a series of visual question-answering problems that are solvable by the VLM. We further explore methods to enhance performance with robot experiences collected by MOKA through in-context learning and policy distillation. We evaluate and analyze MOKA’s performance on various table-top manipulation tasks including tool use; deformable body manipulation; and object rearrangement.
Collaborative Planar Pushing of Polytopic Objects with Multiple Robots in Complex Scenes,Zili Tang; Yuming Feng; Meng Guo,,2024,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss20/p063.pdf,,Открыто,Pushing is a simple yet effective skill for robots to interact with and further change the environment. Related work has been mostly focused on utilizing it as a non-prehensile manipulation primitive for a robotic manipulator. However; it can also be beneficial for low-cost mobile robots that are not equipped with a manipulator. This work tackles the general problem of controlling a team of mobile robots to push collaboratively polytopic objects within complex obstacle-cluttered environments. It incorporates several characteristic challenges for contact-rich tasks such as the hybrid switching among different contact modes and under-actuation due to constrained contact forces. The proposed method is based on hybrid optimization over a sequence of possible modes and the associated pushing forces; where (i) a set of sufficient modes is generated with a multi-directional feasibility estimation; based on quasi-static analyses for general objects and any number of robots; (ii) a hierarchical hybrid search algorithm is designed to iteratively decompose the navigation path via arc segments and select the optimal parameterized mode; and (iii) a nonlinear model predictive controller is proposed to track the desired pushing velocities adaptively online for each robot. The proposed framework is complete under mild assumptions. Its efficiency and effectiveness are validated in high-fidelity simulations and hardware experiments. Robustness to motion and actuation uncertainties is also demonstrated.
AutoMate: Specialist and Generalist Assembly Policies over Diverse Geometries,Bingjie Tang; Iretiayo Akinola; Jie Xu; Bowen Wen; Ankur Handa; Karl Van Wyk; Dieter Fox; Gaurav S. Sukhatme; Fabio Ramos; Yashraj Narang,,2024,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss20/p064.pdf,,Открыто,Robotic assembly for high-mixture settings requires adaptivity to diverse parts and poses; which is an open challenge. Meanwhile; in other areas of robotics; large models and sim-to-real have led to tremendous progress. Inspired by such work; we present AutoMate; a learning framework and system that consists of 4 parts: 1) a dataset of 100 assemblies compatible with simulation and the real world; along with parallelized simulation environments for policy learning; 2) a novel simulation-based approach for learning specialist (i.e.; part-specific) policies and generalist (i.e.; unified) assembly policies; 3) demonstrations of specialist policies that individually solve 80 assemblies with ≈80%+ success rates in simulation; as well as a generalist policy that jointly solves 20 assemblies with an 80%+ success rate; and 4) zero-shot sim-to-real transfer that achieves similar (or better) performance than simulation; including on perception-initialized assembly. The key methodological takeaway is that a union of diverse algorithms from manufacturing engineering; character animation; and time-series analysis provides a generic and robust solution for a diverse range of robotic assembly problems.To our knowledge; AutoMate provides the first simulation-based framework for learning specialist and generalist policies over a wide range of assemblies; as well as the first system demonstrating zero-shot sim-to-real transfer over such a range.
An abstract theory of sensor eventification,Yulin Zhang; Dylan Shell,,2024,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss20/p065.pdf,,Открыто,Unlike traditional cameras; event cameras measure changes in light intensity and report differences. This paper examines the conditions necessary for other traditional sensors to admit eventified versions that provide adequate information despite outputting only changes. The requirements depend upon the regularity of the signal space; which we show may depend on several factors including structure arising from the interplay of the robot and its environment; the input–output computation needed to achieve its task; as well as the specific mode of access (synchronous; asynchronous; polled; triggered). Also; there are further notions of stability (or non-oscillatory behavior) as desiderata. This paper contributes theory and algorithms (plus a hardness result) that addresses these considerations while developing several elementary robot examples along the way.
Octopi: Object Property Reasoning with Large Tactile-Language Models,Samson Yu; Lin Kelvin; Anxing Xiao; Jiafei Duan; Harold Soh,,2024,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss20/p066.pdf,,Открыто,Physical reasoning is important for effective robot manipulation. Recent work has investigated both vision and language modalities for physical reasoning; vision can reveal information about objects in the environment and language serves as an abstraction and communication medium for additional context. Although these works have demonstrated success on a variety of physical reasoning tasks; they are limited to physical properties that can be inferred from visual or language inputs. In this work; we investigate combining tactile perception with language; which enables embodied systems to obtain physical properties through interaction and apply commonsense reasoning. We contribute a new dataset PhysiCLeAR; which comprises both physical/property reasoning tasks and annotated tactile videos obtained using a GelSight tactile sensor. We then introduce Octopi; a system that leverages both tactile representation learning and large vision-language models to predict and reason about tactile inputs with minimal language fine-tuning. Our evaluations on PhysiCLeAR show that Octopi is able to effectively use intermediate physical property predictions to improve its performance on various tactile-related tasks. PhysiCLeAR and Octopi are available at https://github.com/clear-nus/octopi.
3D Diffusion Policy: Generalizable Visuomotor Policy Learning via Simple 3D Representations,Yanjie Ze; Gu Zhang; Kangning Zhang; Chenyuan Hu; Muhan Wang; Huazhe Xu,,2024,Robotics: Science and Systems,https://www.roboticsproceedings.org/rss20/p067.pdf,,Открыто,Imitation learning provides an efficient way to teach robots dexterous skills; however; learning complex skills robustly and generalizablely usually consumes large amounts of human demonstrations. To tackle this challenging problem; we present 3D Diffusion Policy (DP3); a novel visual imitation learning approach that incorporates the power of 3D visual representations into diffusion policies; a class of conditional action generative models. The core design of DP3 is the utilization of a compact 3D visual representation; extracted from sparse point clouds with an efficient point encoder. In our experiments involving 72 simulation tasks; DP3 successfully handles most tasks with just 10 demonstrations and surpasses baselines with a 24.2% relative improvement. In 4 real robot tasks; DP3 demonstrates precise control with a high success rate of 85%; given only 40 demonstrations of each task; and shows excellent generalization abilities in diverse aspects; including space; viewpoint; appearance; and instance. Interestingly; in real robot experiments; DP3 rarely violates safety requirements; in contrast to baseline methods which frequently do; necessitating human intervention. Our extensive evaluation highlights the critical importance of 3D representations in real-world robot learning. Code and videos are available on https://3d-diffusion-policy.github.io .
